  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000  22.000   0.100   0.099   0.199
   0.025  22.000   0.098   0.098   0.196
   0.050  20.000   0.098   0.098   0.195
   0.075  20.000   0.098   0.099   0.197
   0.100  21.000   0.099   0.100   0.200
   0.125  24.000   0.099   0.102   0.202
   0.150  24.000   0.099   0.103   0.203
   0.175  24.000   0.098   0.103   0.203
   0.200  25.000   0.097   0.103   0.203
   0.225  25.000   0.096   0.103   0.201
   0.250  27.000   0.095   0.102   0.199
   0.275  28.000   0.093   0.100   0.196
   0.300  28.000   0.091   0.099   0.193
   0.325  29.000   0.089   0.097   0.189
   0.350  29.000   0.087   0.095   0.185
   0.375  28.000   0.085   0.093   0.181
   0.400  28.000   0.083   0.091   0.177
   0.425  28.000   0.081   0.089   0.173
   0.450  28.000   0.079   0.086   0.169
   0.475  28.000   0.077   0.084   0.165
   0.500  28.000   0.076   0.083   0.161
   0.525  28.000   0.074   0.081   0.158
   0.550  28.000   0.072   0.079   0.154
   0.575  28.000   0.071   0.077   0.151
   0.600  28.000   0.069   0.076   0.148
   0.625  28.000   0.068   0.074   0.145
   0.650  28.000   0.067   0.073   0.142
   0.675  28.000   0.066   0.071   0.139
   0.700  28.000   0.064   0.070   0.137
   0.725  29.000   0.063   0.069   0.134
   0.750  29.000   0.062   0.067   0.132
   0.775  30.000   0.061   0.066   0.130
   0.800  30.000   0.060   0.065   0.128
   0.825  30.000   0.059   0.064   0.126
   0.850  29.000   0.058   0.063   0.124
   0.875  29.000   0.058   0.062   0.122
   0.900  29.000   0.057   0.062   0.120
   0.925  29.000   0.056   0.061   0.119
   0.950  29.000   0.055   0.060   0.117
   0.975  29.000   0.055   0.059   0.116
   1.000  29.000   0.054   0.058   0.114
