  STRAIN   AVACS   MODE1   MODE2   MODE3   MODE4   MODE5   MODE6   MODE7
   0.000   7.000   0.076   0.019   0.023   0.001   0.127   0.165   0.038
   0.025   7.000   0.073   0.019   0.022   0.001   0.121   0.162   0.041
   0.050   7.000   0.070   0.019   0.021   0.001   0.115   0.160   0.045
   0.075   7.000   0.069   0.019   0.020   0.001   0.109   0.159   0.049
   0.100   7.000   0.068   0.019   0.020   0.001   0.104   0.161   0.054
   0.125   7.000   0.068   0.020   0.019   0.002   0.099   0.164   0.060
   0.150   7.000   0.068   0.020   0.019   0.002   0.094   0.169   0.068
   0.175   7.000   0.067   0.020   0.019   0.002   0.090   0.175   0.077
   0.200   7.000   0.065   0.019   0.018   0.003   0.087   0.179   0.085
   0.225   7.000   0.062   0.018   0.018   0.003   0.083   0.182   0.092
   0.250   8.000   0.059   0.016   0.018   0.003   0.079   0.185   0.099
   0.275   8.000   0.057   0.014   0.019   0.004   0.076   0.188   0.106
   0.300   8.000   0.056   0.012   0.020   0.004   0.074   0.192   0.114
   0.325   8.000   0.056   0.011   0.021   0.005   0.072   0.195   0.122
   0.350   8.000   0.056   0.010   0.022   0.005   0.071   0.199   0.132
   0.375   8.000   0.056   0.009   0.023   0.005   0.070   0.203   0.142
   0.400   8.000   0.056   0.008   0.024   0.005   0.070   0.206   0.152
   0.425   8.000   0.056   0.008   0.025   0.006   0.070   0.208   0.163
   0.450   8.000   0.055   0.007   0.026   0.006   0.071   0.210   0.174
   0.475   8.000   0.055   0.007   0.026   0.006   0.071   0.212   0.185
   0.500   8.000   0.054   0.007   0.026   0.006   0.071   0.214   0.197
   0.525   8.000   0.053   0.006   0.026   0.006   0.071   0.215   0.208
   0.550   9.000   0.052   0.006   0.026   0.006   0.072   0.215   0.219
   0.575   9.000   0.051   0.006   0.026   0.006   0.072   0.216   0.230
   0.600  10.000   0.050   0.005   0.026   0.006   0.072   0.216   0.241
   0.625  10.000   0.049   0.005   0.026   0.006   0.072   0.216   0.251
   0.650  10.000   0.047   0.005   0.025   0.006   0.072   0.216   0.261
   0.675  10.000   0.046   0.004   0.025   0.006   0.073   0.215   0.271
   0.700  10.000   0.045   0.004   0.025   0.006   0.073   0.215   0.281
   0.725  10.000   0.043   0.004   0.024   0.006   0.073   0.214   0.290
   0.750  10.000   0.042   0.004   0.024   0.006   0.072   0.213   0.299
   0.775  10.000   0.041   0.003   0.024   0.006   0.072   0.213   0.308
   0.800  10.000   0.039   0.003   0.023   0.006   0.072   0.212   0.316
   0.825  11.000   0.038   0.003   0.023   0.006   0.072   0.211   0.324
   0.850  11.000   0.037   0.003   0.022   0.005   0.072   0.210   0.331
   0.875  11.000   0.036   0.003   0.022   0.005   0.071   0.208   0.336
   0.900  11.000   0.034   0.003   0.021   0.005   0.071   0.206   0.341
   0.925  12.000   0.033   0.002   0.021   0.005   0.070   0.204   0.345
   0.950  12.000   0.032   0.002   0.020   0.005   0.070   0.202   0.349
   0.975  12.000   0.031   0.002   0.020   0.005   0.069   0.200   0.353
   1.000  12.000   0.030   0.002   0.019   0.005   0.069   0.199   0.357
