  STRAIN   AVACS   MODE1   MODE2   MODE3   MODE4   MODE5   MODE6
   0.000   5.000   0.049   0.304   0.000   0.031   0.001   0.156
   0.025   5.000   0.043   0.314   0.000   0.027   0.001   0.166
   0.050   5.000   0.037   0.323   0.000   0.023   0.001   0.178
   0.075   5.000   0.031   0.332   0.000   0.019   0.001   0.190
   0.100   4.000   0.026   0.340   0.000   0.015   0.000   0.202
   0.125   4.000   0.021   0.347   0.000   0.012   0.000   0.213
   0.150   3.000   0.016   0.354   0.000   0.010   0.000   0.224
   0.175   4.000   0.012   0.359   0.000   0.008   0.000   0.235
   0.200   4.000   0.009   0.364   0.000   0.006   0.000   0.244
   0.225   4.000   0.007   0.367   0.000   0.004   0.000   0.252
   0.250   4.000   0.005   0.370   0.000   0.003   0.000   0.259
   0.275   4.000   0.003   0.372   0.000   0.002   0.000   0.265
   0.300   5.000   0.002   0.374   0.000   0.002   0.000   0.271
   0.325   5.000   0.001   0.375   0.001   0.001   0.000   0.276
   0.350   6.000   0.001   0.376   0.001   0.001   0.000   0.281
   0.375   5.000   0.000   0.375   0.003   0.001   0.000   0.285
   0.400   5.000   0.000   0.374   0.004   0.000   0.000   0.289
   0.425   5.000   0.000   0.372   0.006   0.000   0.000   0.292
   0.450   5.000   0.000   0.369   0.009   0.000   0.000   0.295
   0.475   5.000   0.000   0.366   0.013   0.000   0.000   0.298
   0.500   6.000   0.000   0.362   0.016   0.000   0.000   0.300
   0.525   8.000   0.000   0.357   0.021   0.000   0.000   0.302
   0.550   8.000   0.000   0.352   0.025   0.000   0.000   0.304
   0.575   8.000   0.000   0.347   0.030   0.000   0.000   0.306
   0.600   8.000   0.000   0.341   0.035   0.000   0.000   0.308
   0.625   8.000   0.000   0.335   0.040   0.000   0.000   0.310
   0.650   8.000   0.000   0.329   0.046   0.000   0.000   0.312
   0.675   8.000   0.000   0.323   0.051   0.000   0.000   0.313
   0.700   8.000   0.000   0.317   0.056   0.000   0.000   0.315
   0.725   8.000   0.000   0.311   0.062   0.000   0.000   0.316
   0.750   9.000   0.000   0.305   0.067   0.000   0.000   0.318
   0.775   9.000   0.000   0.299   0.072   0.000   0.000   0.319
   0.800   9.000   0.000   0.293   0.078   0.000   0.000   0.320
   0.825   9.000   0.000   0.287   0.083   0.000   0.000   0.322
   0.850   9.000   0.000   0.281   0.088   0.000   0.000   0.323
   0.875   9.000   0.000   0.276   0.093   0.000   0.000   0.325
   0.900   9.000   0.000   0.271   0.098   0.000   0.000   0.327
   0.925   9.000   0.000   0.266   0.102   0.000   0.000   0.328
   0.950   9.000   0.000   0.262   0.107   0.000   0.000   0.330
   0.975   9.000   0.000   0.257   0.111   0.000   0.000   0.332
   1.000   9.000   0.000   0.253   0.115   0.000   0.000   0.333
