  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000  19.000   0.111   0.110   0.220
   0.025  19.000   0.115   0.114   0.229
   0.050  20.000   0.119   0.119   0.238
   0.075  20.000   0.122   0.124   0.247
   0.100  21.000   0.124   0.127   0.253
   0.125  21.000   0.125   0.130   0.257
   0.150  21.000   0.125   0.132   0.259
   0.175  21.000   0.125   0.132   0.261
   0.200  21.000   0.125   0.133   0.261
   0.225  21.000   0.124   0.132   0.260
   0.250  22.000   0.123   0.132   0.259
   0.275  23.000   0.122   0.131   0.257
   0.300  23.000   0.120   0.129   0.254
   0.325  23.000   0.119   0.128   0.250
   0.350  23.000   0.117   0.126   0.247
   0.375  22.000   0.115   0.124   0.243
   0.400  22.000   0.113   0.122   0.238
   0.425  22.000   0.111   0.120   0.234
   0.450  22.000   0.108   0.117   0.229
   0.475  22.000   0.106   0.115   0.225
   0.500  21.000   0.104   0.113   0.220
   0.525  21.000   0.102   0.110   0.216
   0.550  21.000   0.100   0.108   0.212
   0.575  20.000   0.098   0.106   0.208
   0.600  20.000   0.096   0.104   0.203
   0.625  20.000   0.094   0.102   0.200
   0.650  20.000   0.093   0.100   0.196
   0.675  20.000   0.091   0.098   0.192
   0.700  20.000   0.090   0.097   0.189
   0.725  20.000   0.088   0.095   0.186
   0.750  20.000   0.087   0.093   0.183
   0.775  20.000   0.085   0.092   0.180
   0.800  20.000   0.084   0.091   0.178
   0.825  20.000   0.083   0.089   0.175
   0.850  20.000   0.082   0.088   0.173
   0.875  20.000   0.081   0.087   0.170
   0.900  20.000   0.080   0.086   0.168
   0.925  20.000   0.079   0.085   0.166
   0.950  20.000   0.079   0.085   0.167
   0.975  20.000   0.079   0.085   0.167
   1.000  20.000   0.079   0.085   0.167
