  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000  27.000   0.124   0.121   0.244
   0.025  27.000   0.126   0.121   0.245
   0.050  26.000   0.126   0.121   0.245
   0.075  26.000   0.125   0.121   0.244
   0.100  26.000   0.123   0.119   0.241
   0.125  26.000   0.120   0.118   0.237
   0.150  24.000   0.117   0.116   0.232
   0.175  20.000   0.112   0.113   0.226
   0.200  18.000   0.108   0.111   0.220
   0.225  18.000   0.104   0.108   0.214
   0.250  15.000   0.101   0.107   0.210
   0.275  17.000   0.099   0.106   0.209
   0.300  18.000   0.099   0.107   0.209
   0.325  20.000   0.099   0.107   0.210
   0.350  20.000   0.100   0.108   0.211
   0.375  21.000   0.099   0.107   0.210
   0.400  22.000   0.099   0.107   0.209
   0.425  23.000   0.098   0.106   0.207
   0.450  23.000   0.096   0.104   0.204
   0.475  23.000   0.095   0.102   0.200
   0.500  23.000   0.093   0.100   0.197
   0.525  23.000   0.091   0.099   0.193
   0.550  23.000   0.089   0.097   0.189
   0.575  23.000   0.088   0.095   0.185
   0.600  23.000   0.086   0.093   0.182
   0.625  23.000   0.085   0.091   0.179
   0.650  22.000   0.084   0.090   0.176
   0.675  21.000   0.083   0.088   0.173
   0.700  21.000   0.082   0.087   0.171
   0.725  21.000   0.082   0.086   0.170
   0.750  21.000   0.081   0.085   0.168
   0.775  20.000   0.081   0.085   0.167
   0.800  20.000   0.081   0.084   0.167
   0.825  20.000   0.081   0.084   0.166
   0.850  21.000   0.081   0.084   0.165
   0.875  21.000   0.081   0.083   0.165
   0.900  21.000   0.081   0.083   0.165
   0.925  20.000   0.080   0.083   0.164
   0.950  20.000   0.080   0.083   0.164
   0.975  20.000   0.080   0.083   0.164
   1.000  21.000   0.080   0.082   0.163
