  STRAIN   AVACS   MODE1   MODE2   MODE3   MODE4   MODE5   MODE6   MODE7
   0.000   7.000   0.000   0.327   0.071   0.000   0.010   0.000   0.175
   0.025   7.000   0.000   0.316   0.073   0.000   0.008   0.000   0.174
   0.050   7.000   0.000   0.306   0.076   0.000   0.007   0.000   0.175
   0.075   7.000   0.000   0.297   0.078   0.000   0.005   0.000   0.179
   0.100   8.000   0.000   0.289   0.080   0.000   0.005   0.000   0.185
   0.125   8.000   0.000   0.281   0.082   0.000   0.004   0.000   0.192
   0.150   8.000   0.000   0.275   0.083   0.000   0.003   0.000   0.200
   0.175   8.000   0.000   0.269   0.085   0.000   0.003   0.000   0.210
   0.200   8.000   0.000   0.264   0.088   0.000   0.002   0.000   0.219
   0.225   8.000   0.000   0.260   0.090   0.000   0.002   0.000   0.230
   0.250   8.000   0.000   0.256   0.093   0.000   0.002   0.000   0.240
   0.275   8.000   0.000   0.253   0.095   0.000   0.002   0.000   0.250
   0.300   8.000   0.000   0.251   0.098   0.000   0.001   0.000   0.260
   0.325   8.000   0.000   0.248   0.102   0.000   0.001   0.000   0.269
   0.350   8.000   0.000   0.246   0.105   0.000   0.001   0.000   0.278
   0.375   8.000   0.000   0.245   0.108   0.000   0.001   0.000   0.287
   0.400   8.000   0.000   0.243   0.112   0.000   0.001   0.000   0.295
   0.425   8.000   0.000   0.242   0.115   0.000   0.001   0.000   0.302
   0.450   8.000   0.000   0.240   0.119   0.000   0.000   0.000   0.309
   0.475   9.000   0.000   0.239   0.122   0.000   0.000   0.000   0.315
   0.500   9.000   0.000   0.238   0.126   0.000   0.000   0.000   0.321
   0.525   9.000   0.000   0.237   0.129   0.000   0.000   0.000   0.327
   0.550   9.000   0.000   0.236   0.132   0.000   0.000   0.000   0.332
   0.575   9.000   0.000   0.235   0.135   0.000   0.000   0.000   0.337
   0.600   9.000   0.000   0.234   0.139   0.000   0.000   0.000   0.341
   0.625   9.000   0.000   0.233   0.142   0.000   0.000   0.000   0.345
   0.650   9.000   0.000   0.232   0.145   0.000   0.000   0.000   0.349
   0.675   9.000   0.000   0.231   0.147   0.000   0.000   0.000   0.352
   0.700   9.000   0.000   0.230   0.150   0.000   0.000   0.000   0.355
   0.725   9.000   0.000   0.229   0.153   0.000   0.000   0.000   0.358
   0.750   9.000   0.000   0.229   0.155   0.000   0.000   0.000   0.361
   0.775   9.000   0.000   0.228   0.157   0.000   0.000   0.000   0.364
   0.800   9.000   0.000   0.227   0.160   0.000   0.000   0.000   0.366
   0.825   9.000   0.000   0.227   0.162   0.000   0.000   0.000   0.368
   0.850   9.000   0.000   0.226   0.164   0.000   0.000   0.000   0.370
   0.875   9.000   0.000   0.225   0.166   0.000   0.000   0.000   0.372
   0.900   9.000   0.000   0.225   0.168   0.000   0.000   0.000   0.374
   0.925   9.000   0.000   0.225   0.169   0.000   0.000   0.000   0.376
   0.950   9.000   0.000   0.224   0.171   0.000   0.000   0.000   0.378
   0.975   9.000   0.000   0.224   0.173   0.000   0.000   0.000   0.379
   1.000   9.000   0.000   0.222   0.174   0.000   0.000   0.000   0.379
