  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000  24.000   0.119   0.113   0.230
   0.025  24.000   0.120   0.115   0.233
   0.050  23.000   0.120   0.116   0.234
   0.075  21.000   0.119   0.117   0.235
   0.100  21.000   0.119   0.117   0.234
   0.125  20.000   0.117   0.116   0.233
   0.150  20.000   0.116   0.115   0.230
   0.175  21.000   0.114   0.113   0.227
   0.200  22.000   0.112   0.111   0.223
   0.225  22.000   0.110   0.109   0.219
   0.250  24.000   0.108   0.107   0.214
   0.275  24.000   0.105   0.104   0.209
   0.300  23.000   0.103   0.102   0.204
   0.325  25.000   0.100   0.100   0.199
   0.350  26.000   0.097   0.098   0.195
   0.375  26.000   0.094   0.096   0.190
   0.400  27.000   0.091   0.094   0.186
   0.425  27.000   0.089   0.092   0.182
   0.450  27.000   0.086   0.090   0.178
   0.475  28.000   0.083   0.088   0.174
   0.500  28.000   0.081   0.086   0.169
   0.525  28.000   0.079   0.084   0.165
   0.550  27.000   0.077   0.082   0.161
   0.575  26.000   0.075   0.080   0.158
   0.600  26.000   0.073   0.079   0.154
   0.625  27.000   0.071   0.077   0.150
   0.650  28.000   0.069   0.075   0.147
   0.675  28.000   0.068   0.074   0.144
   0.700  28.000   0.067   0.072   0.141
   0.725  27.000   0.065   0.071   0.138
   0.750  27.000   0.064   0.069   0.136
   0.775  28.000   0.063   0.068   0.133
   0.800  28.000   0.062   0.067   0.131
   0.825  28.000   0.061   0.066   0.129
   0.850  28.000   0.060   0.065   0.127
   0.875  28.000   0.059   0.064   0.125
   0.900  28.000   0.058   0.063   0.123
   0.925  28.000   0.057   0.062   0.121
   0.950  28.000   0.057   0.062   0.121
   0.975  28.000   0.057   0.062   0.121
   1.000  28.000   0.057   0.062   0.121
