  STRAIN   AVACS   MODE1   MODE2   MODE3   MODE4   MODE5   MODE6
   0.000   6.000   0.116   0.030   0.036   0.123   0.129   0.028
   0.025   6.000   0.112   0.029   0.035   0.119   0.130   0.026
   0.050   6.000   0.109   0.028   0.034   0.116   0.132   0.025
   0.075   6.000   0.107   0.028   0.033   0.113   0.136   0.025
   0.100   6.000   0.105   0.029   0.032   0.110   0.142   0.025
   0.125   7.000   0.105   0.030   0.031   0.107   0.150   0.025
   0.150   7.000   0.106   0.031   0.031   0.104   0.159   0.026
   0.175   6.000   0.107   0.033   0.031   0.101   0.170   0.027
   0.200   6.000   0.108   0.035   0.031   0.098   0.180   0.028
   0.225   6.000   0.109   0.036   0.031   0.094   0.189   0.029
   0.250   6.000   0.109   0.037   0.030   0.091   0.196   0.031
   0.275   6.000   0.109   0.038   0.030   0.089   0.201   0.033
   0.300   6.000   0.109   0.038   0.031   0.087   0.205   0.037
   0.325   6.000   0.109   0.039   0.031   0.087   0.209   0.041
   0.350   7.000   0.109   0.039   0.031   0.087   0.213   0.047
   0.375   8.000   0.109   0.039   0.031   0.087   0.216   0.053
   0.400   8.000   0.109   0.038   0.031   0.087   0.218   0.060
   0.425   8.000   0.108   0.038   0.031   0.088   0.221   0.068
   0.450   8.000   0.108   0.038   0.031   0.089   0.223   0.077
   0.475   8.000   0.107   0.038   0.031   0.089   0.225   0.086
   0.500   8.000   0.106   0.037   0.031   0.090   0.226   0.096
   0.525   8.000   0.105   0.037   0.031   0.090   0.227   0.106
   0.550   8.000   0.104   0.036   0.030   0.091   0.228   0.116
   0.575   8.000   0.102   0.036   0.030   0.091   0.229   0.127
   0.600   8.000   0.100   0.035   0.029   0.091   0.229   0.137
   0.625   8.000   0.099   0.035   0.029   0.092   0.229   0.148
   0.650   8.000   0.097   0.034   0.028   0.092   0.229   0.158
   0.675   8.000   0.094   0.034   0.027   0.092   0.228   0.168
   0.700   8.000   0.092   0.034   0.027   0.093   0.227   0.179
   0.725   8.000   0.090   0.033   0.026   0.093   0.226   0.189
   0.750   8.000   0.088   0.033   0.025   0.093   0.225   0.198
   0.775   8.000   0.085   0.032   0.024   0.094   0.224   0.208
   0.800   8.000   0.083   0.032   0.023   0.094   0.223   0.217
   0.825   8.000   0.081   0.032   0.022   0.094   0.221   0.226
   0.850   9.000   0.079   0.032   0.021   0.095   0.220   0.235
   0.875   9.000   0.076   0.031   0.021   0.095   0.218   0.244
   0.900   9.000   0.074   0.031   0.019   0.095   0.215   0.250
   0.925   9.000   0.071   0.031   0.018   0.096   0.213   0.256
   0.950   9.000   0.068   0.030   0.017   0.096   0.210   0.262
   0.975   9.000   0.066   0.030   0.016   0.096   0.207   0.267
   1.000   9.000   0.064   0.030   0.016   0.097   0.205   0.272
