  STRAIN   AVACS   MODE1   MODE2   MODE3   MODE4   MODE5   MODE6   MODE7
   0.000   7.000   0.022   0.090   0.000   0.000   0.213   0.096   0.083
   0.025   7.000   0.019   0.090   0.000   0.000   0.206   0.097   0.089
   0.050   7.000   0.015   0.088   0.000   0.000   0.198   0.095   0.092
   0.075   7.000   0.012   0.085   0.000   0.000   0.189   0.094   0.094
   0.100   7.000   0.011   0.081   0.000   0.000   0.181   0.093   0.097
   0.125   7.000   0.010   0.079   0.000   0.000   0.175   0.093   0.100
   0.150   7.000   0.009   0.077   0.000   0.000   0.170   0.093   0.105
   0.175   7.000   0.009   0.076   0.000   0.000   0.168   0.094   0.109
   0.200   7.000   0.009   0.075   0.000   0.000   0.166   0.094   0.115
   0.225   7.000   0.009   0.075   0.000   0.000   0.166   0.094   0.120
   0.250   7.000   0.009   0.076   0.000   0.000   0.166   0.094   0.127
   0.275   7.000   0.009   0.077   0.000   0.000   0.167   0.094   0.133
   0.300   7.000   0.009   0.078   0.000   0.000   0.169   0.094   0.140
   0.325   6.000   0.009   0.079   0.000   0.000   0.171   0.093   0.147
   0.350   6.000   0.008   0.081   0.000   0.000   0.173   0.093   0.155
   0.375   6.000   0.008   0.082   0.000   0.000   0.176   0.093   0.162
   0.400   6.000   0.008   0.083   0.000   0.000   0.179   0.093   0.170
   0.425   6.000   0.008   0.085   0.000   0.000   0.182   0.092   0.177
   0.450   6.000   0.008   0.086   0.000   0.000   0.185   0.092   0.185
   0.475   7.000   0.008   0.087   0.000   0.000   0.188   0.091   0.192
   0.500   7.000   0.007   0.087   0.000   0.000   0.191   0.091   0.200
   0.525   7.000   0.007   0.088   0.000   0.000   0.194   0.090   0.207
   0.550   8.000   0.007   0.088   0.000   0.000   0.196   0.089   0.214
   0.575   8.000   0.006   0.089   0.000   0.000   0.199   0.089   0.221
   0.600   8.000   0.006   0.089   0.000   0.000   0.201   0.088   0.227
   0.625   8.000   0.006   0.089   0.000   0.000   0.204   0.087   0.234
   0.650   8.000   0.005   0.089   0.000   0.000   0.206   0.087   0.240
   0.675   8.000   0.005   0.089   0.000   0.000   0.208   0.086   0.245
   0.700   8.000   0.005   0.089   0.000   0.000   0.209   0.085   0.251
   0.725   8.000   0.005   0.088   0.000   0.000   0.211   0.084   0.256
   0.750   8.000   0.004   0.088   0.000   0.000   0.212   0.084   0.261
   0.775   8.000   0.004   0.088   0.000   0.000   0.214   0.083   0.266
   0.800   8.000   0.004   0.087   0.000   0.000   0.215   0.082   0.271
   0.825   8.000   0.004   0.087   0.000   0.000   0.216   0.082   0.275
   0.850   8.000   0.004   0.087   0.000   0.000   0.217   0.081   0.279
   0.875   8.000   0.003   0.086   0.000   0.000   0.218   0.080   0.283
   0.900   8.000   0.003   0.086   0.000   0.000   0.219   0.080   0.287
   0.925   8.000   0.003   0.085   0.000   0.000   0.220   0.079   0.291
   0.950   8.000   0.003   0.085   0.000   0.000   0.220   0.078   0.292
   0.975   9.000   0.003   0.084   0.000   0.000   0.220   0.077   0.293
   1.000   9.000   0.003   0.084   0.000   0.000   0.220   0.077   0.294
