  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000  15.000   0.107   0.113   0.223
   0.025  19.000   0.110   0.117   0.230
   0.050  21.000   0.113   0.121   0.238
   0.075  21.000   0.115   0.124   0.244
   0.100  21.000   0.117   0.127   0.248
   0.125  21.000   0.119   0.128   0.251
   0.150  22.000   0.119   0.129   0.253
   0.175  22.000   0.120   0.129   0.253
   0.200  23.000   0.119   0.129   0.252
   0.225  23.000   0.118   0.128   0.251
   0.250  23.000   0.117   0.127   0.248
   0.275  23.000   0.116   0.125   0.245
   0.300  23.000   0.114   0.124   0.242
   0.325  23.000   0.112   0.122   0.238
   0.350  23.000   0.110   0.119   0.233
   0.375  23.000   0.108   0.117   0.229
   0.400  23.000   0.106   0.115   0.225
   0.425  23.000   0.104   0.113   0.220
   0.450  23.000   0.102   0.111   0.216
   0.475  23.000   0.100   0.108   0.212
   0.500  23.000   0.098   0.106   0.208
   0.525  23.000   0.096   0.105   0.204
   0.550  21.000   0.094   0.103   0.200
   0.575  21.000   0.093   0.101   0.197
   0.600  21.000   0.091   0.099   0.193
   0.625  21.000   0.089   0.097   0.190
   0.650  21.000   0.088   0.096   0.187
   0.675  21.000   0.086   0.094   0.184
   0.700  21.000   0.085   0.092   0.180
   0.725  22.000   0.084   0.091   0.178
   0.750  22.000   0.082   0.089   0.175
   0.775  22.000   0.081   0.088   0.172
   0.800  22.000   0.080   0.087   0.170
   0.825  22.000   0.079   0.085   0.167
   0.850  22.000   0.078   0.084   0.165
   0.875  22.000   0.077   0.083   0.163
   0.900  22.000   0.076   0.082   0.160
   0.925  22.000   0.075   0.081   0.158
   0.950  22.000   0.074   0.080   0.157
   0.975  22.000   0.073   0.079   0.155
   1.000  22.000   0.072   0.078   0.153
