  STRAIN   AVACS   MODE1   MODE2   MODE3   MODE4   MODE5   MODE6
   0.000   6.000   0.099   0.000   0.244   0.000   0.000   0.214
   0.025   6.000   0.093   0.000   0.240   0.000   0.000   0.210
   0.050   6.000   0.086   0.000   0.236   0.000   0.000   0.206
   0.075   6.000   0.079   0.000   0.234   0.000   0.000   0.203
   0.100   6.000   0.072   0.000   0.233   0.000   0.000   0.202
   0.125   6.000   0.065   0.000   0.234   0.000   0.000   0.203
   0.150   6.000   0.058   0.000   0.235   0.000   0.000   0.205
   0.175   6.000   0.052   0.000   0.238   0.000   0.000   0.208
   0.200   6.000   0.045   0.000   0.241   0.000   0.000   0.213
   0.225   6.000   0.039   0.000   0.245   0.000   0.000   0.218
   0.250   7.000   0.034   0.000   0.249   0.000   0.000   0.224
   0.275   7.000   0.029   0.000   0.254   0.000   0.000   0.230
   0.300   8.000   0.024   0.000   0.259   0.000   0.000   0.237
   0.325   8.000   0.020   0.001   0.263   0.000   0.000   0.244
   0.350   8.000   0.017   0.001   0.268   0.000   0.000   0.251
   0.375   7.000   0.013   0.002   0.271   0.000   0.000   0.258
   0.400   7.000   0.011   0.004   0.274   0.000   0.000   0.265
   0.425   7.000   0.009   0.007   0.276   0.000   0.000   0.271
   0.450   7.000   0.007   0.010   0.277   0.000   0.000   0.277
   0.475   8.000   0.006   0.015   0.277   0.000   0.000   0.282
   0.500   8.000   0.004   0.020   0.276   0.000   0.000   0.287
   0.525   8.000   0.004   0.026   0.274   0.000   0.000   0.292
   0.550   8.000   0.003   0.033   0.271   0.000   0.000   0.296
   0.575   8.000   0.002   0.040   0.268   0.000   0.000   0.300
   0.600   8.000   0.002   0.047   0.264   0.000   0.000   0.303
   0.625   8.000   0.002   0.055   0.260   0.000   0.000   0.307
   0.650   8.000   0.001   0.062   0.256   0.000   0.000   0.310
   0.675   8.000   0.001   0.070   0.252   0.000   0.000   0.313
   0.700   8.000   0.001   0.077   0.248   0.000   0.000   0.316
   0.725   8.000   0.001   0.084   0.244   0.000   0.000   0.319
   0.750   8.000   0.001   0.091   0.241   0.000   0.000   0.321
   0.775   8.000   0.001   0.098   0.237   0.000   0.000   0.324
   0.800   8.000   0.001   0.104   0.233   0.000   0.000   0.326
   0.825   8.000   0.001   0.110   0.230   0.000   0.000   0.329
   0.850   8.000   0.000   0.116   0.226   0.000   0.000   0.331
   0.875   8.000   0.000   0.121   0.223   0.000   0.000   0.333
   0.900   8.000   0.000   0.126   0.220   0.000   0.000   0.335
   0.925   8.000   0.000   0.131   0.218   0.000   0.000   0.337
   0.950   8.000   0.000   0.136   0.215   0.000   0.000   0.338
   0.975   8.000   0.000   0.140   0.213   0.000   0.000   0.340
   1.000   8.000   0.000   0.144   0.210   0.000   0.000   0.342
