  STRAIN   AVACS   MODE1   MODE2   MODE3   MODE4   MODE5   MODE6   MODE7
   0.000   6.000   0.001   0.068   0.236   0.002   0.092   0.001   0.121
   0.025   6.000   0.001   0.074   0.231   0.002   0.089   0.000   0.123
   0.050   6.000   0.001   0.080   0.225   0.002   0.085   0.000   0.129
   0.075   6.000   0.001   0.086   0.220   0.003   0.081   0.000   0.136
   0.100   6.000   0.001   0.093   0.214   0.003   0.077   0.000   0.143
   0.125   6.000   0.000   0.099   0.208   0.003   0.074   0.000   0.150
   0.150   6.000   0.000   0.104   0.203   0.003   0.071   0.000   0.158
   0.175   6.000   0.000   0.110   0.198   0.003   0.069   0.000   0.167
   0.200   6.000   0.000   0.115   0.194   0.003   0.067   0.000   0.176
   0.225   6.000   0.000   0.120   0.191   0.003   0.066   0.000   0.186
   0.250   7.000   0.000   0.125   0.188   0.003   0.065   0.000   0.196
   0.275   7.000   0.000   0.130   0.186   0.003   0.064   0.000   0.205
   0.300   8.000   0.000   0.135   0.184   0.003   0.063   0.000   0.215
   0.325   8.000   0.000   0.140   0.183   0.003   0.061   0.000   0.225
   0.350   8.000   0.000   0.144   0.182   0.003   0.060   0.000   0.235
   0.375   8.000   0.000   0.148   0.182   0.002   0.058   0.000   0.244
   0.400   8.000   0.000   0.152   0.181   0.002   0.056   0.000   0.254
   0.425   9.000   0.000   0.156   0.181   0.002   0.054   0.000   0.263
   0.450   9.000   0.000   0.160   0.181   0.002   0.051   0.000   0.271
   0.475   9.000   0.000   0.164   0.182   0.002   0.048   0.000   0.280
   0.500   9.000   0.000   0.167   0.182   0.001   0.045   0.000   0.288
   0.525   9.000   0.000   0.170   0.183   0.001   0.042   0.000   0.296
   0.550   9.000   0.000   0.173   0.183   0.001   0.038   0.000   0.304
   0.575   9.000   0.000   0.176   0.184   0.001   0.035   0.000   0.311
   0.600   9.000   0.000   0.179   0.185   0.001   0.031   0.000   0.318
   0.625   9.000   0.000   0.181   0.186   0.001   0.028   0.000   0.325
   0.650   9.000   0.000   0.184   0.186   0.001   0.024   0.000   0.331
   0.675   9.000   0.000   0.186   0.187   0.000   0.021   0.000   0.338
   0.700   9.000   0.000   0.188   0.188   0.000   0.018   0.000   0.343
   0.725   9.000   0.000   0.190   0.189   0.000   0.015   0.000   0.349
   0.750   9.000   0.000   0.192   0.189   0.000   0.012   0.000   0.353
   0.775   9.000   0.000   0.193   0.190   0.000   0.010   0.000   0.357
   0.800   8.000   0.000   0.195   0.191   0.000   0.008   0.000   0.362
   0.825   8.000   0.000   0.196   0.191   0.000   0.006   0.000   0.365
   0.850   9.000   0.000   0.197   0.191   0.000   0.005   0.000   0.369
   0.875   9.000   0.000   0.199   0.192   0.000   0.004   0.000   0.371
   0.900   9.000   0.000   0.200   0.192   0.000   0.003   0.000   0.374
   0.925   9.000   0.000   0.201   0.193   0.000   0.002   0.000   0.376
   0.950   9.000   0.000   0.202   0.193   0.000   0.002   0.000   0.378
   0.975   9.000   0.000   0.202   0.193   0.000   0.001   0.000   0.379
   1.000   9.000   0.000   0.202   0.192   0.000   0.001   0.000   0.379
