  STRAIN   AVACS   MODE1   MODE2   MODE3   MODE4   MODE5   MODE6
   0.000   3.000   0.013   0.190   0.000   0.304   0.069   0.019
   0.025   3.000   0.009   0.189   0.000   0.301   0.071   0.022
   0.050   3.000   0.005   0.186   0.000   0.296   0.071   0.025
   0.075   3.000   0.003   0.180   0.000   0.290   0.070   0.029
   0.100   4.000   0.002   0.174   0.000   0.283   0.068   0.033
   0.125   4.000   0.001   0.168   0.000   0.277   0.066   0.036
   0.150   4.000   0.001   0.162   0.000   0.273   0.064   0.040
   0.175   4.000   0.000   0.158   0.000   0.269   0.063   0.043
   0.200   4.000   0.000   0.154   0.000   0.266   0.061   0.047
   0.225   4.000   0.000   0.151   0.001   0.264   0.060   0.050
   0.250   4.000   0.000   0.149   0.001   0.262   0.058   0.054
   0.275   4.000   0.000   0.146   0.001   0.261   0.057   0.059
   0.300   5.000   0.000   0.145   0.001   0.261   0.056   0.063
   0.325   5.000   0.000   0.143   0.002   0.261   0.055   0.068
   0.350   5.000   0.000   0.142   0.002   0.262   0.054   0.073
   0.375   5.000   0.000   0.141   0.002   0.262   0.053   0.078
   0.400   5.000   0.000   0.139   0.003   0.263   0.052   0.084
   0.425   6.000   0.000   0.138   0.003   0.265   0.051   0.089
   0.450   6.000   0.000   0.137   0.004   0.266   0.050   0.096
   0.475   6.000   0.000   0.136   0.004   0.268   0.049   0.102
   0.500   6.000   0.000   0.135   0.004   0.269   0.048   0.109
   0.525   6.000   0.000   0.133   0.005   0.271   0.047   0.116
   0.550   6.000   0.000   0.132   0.005   0.273   0.047   0.123
   0.575   7.000   0.000   0.131   0.005   0.274   0.046   0.130
   0.600   7.000   0.000   0.129   0.005   0.275   0.045   0.137
   0.625   7.000   0.000   0.128   0.006   0.277   0.044   0.145
   0.650   7.000   0.000   0.126   0.006   0.278   0.043   0.152
   0.675   7.000   0.000   0.124   0.006   0.279   0.042   0.160
   0.700   7.000   0.000   0.122   0.006   0.279   0.041   0.168
   0.725   8.000   0.000   0.121   0.006   0.280   0.040   0.175
   0.750   8.000   0.000   0.119   0.006   0.281   0.039   0.183
   0.775   8.000   0.000   0.117   0.006   0.281   0.039   0.190
   0.800   8.000   0.000   0.115   0.006   0.281   0.038   0.198
   0.825   8.000   0.000   0.113   0.005   0.281   0.037   0.205
   0.850   8.000   0.000   0.112   0.005   0.281   0.037   0.212
   0.875   8.000   0.000   0.110   0.005   0.280   0.036   0.219
   0.900   8.000   0.000   0.108   0.005   0.280   0.036   0.226
   0.925   8.000   0.000   0.106   0.005   0.280   0.036   0.232
   0.950   8.000   0.000   0.105   0.004   0.279   0.035   0.239
   0.975   8.000   0.000   0.103   0.004   0.278   0.035   0.245
   1.000   8.000   0.000   0.101   0.004   0.278   0.035   0.251
