  STRAIN   AVACS   MODE1   MODE2   MODE3   MODE4   MODE5   MODE6   MODE7
   0.000   5.000   0.104   0.000   0.215   0.001   0.015   0.000   0.178
   0.025   5.000   0.100   0.000   0.216   0.001   0.011   0.000   0.185
   0.050   6.000   0.095   0.000   0.215   0.001   0.008   0.000   0.190
   0.075   6.000   0.090   0.000   0.214   0.001   0.006   0.000   0.192
   0.100   6.000   0.084   0.000   0.214   0.001   0.004   0.000   0.194
   0.125   6.000   0.077   0.000   0.215   0.001   0.004   0.000   0.196
   0.150   6.000   0.071   0.000   0.217   0.001   0.003   0.000   0.198
   0.175   6.000   0.065   0.000   0.220   0.000   0.003   0.000   0.202
   0.200   6.000   0.059   0.000   0.223   0.000   0.002   0.000   0.206
   0.225   6.000   0.053   0.000   0.228   0.000   0.002   0.000   0.212
   0.250   6.000   0.048   0.000   0.233   0.000   0.002   0.000   0.218
   0.275   6.000   0.042   0.000   0.238   0.000   0.002   0.000   0.224
   0.300   7.000   0.037   0.000   0.244   0.000   0.001   0.000   0.231
   0.325   7.000   0.033   0.000   0.250   0.000   0.001   0.000   0.238
   0.350   7.000   0.029   0.000   0.256   0.000   0.001   0.000   0.246
   0.375   7.000   0.025   0.000   0.262   0.000   0.001   0.000   0.253
   0.400   7.000   0.021   0.001   0.268   0.000   0.001   0.000   0.261
   0.425   7.000   0.017   0.001   0.273   0.000   0.001   0.000   0.268
   0.450   7.000   0.014   0.002   0.278   0.000   0.001   0.000   0.275
   0.475   6.000   0.012   0.004   0.282   0.000   0.000   0.000   0.281
   0.500   6.000   0.010   0.006   0.284   0.000   0.000   0.000   0.287
   0.525   7.000   0.008   0.009   0.286   0.000   0.000   0.000   0.293
   0.550   7.000   0.006   0.013   0.286   0.000   0.000   0.000   0.297
   0.575   8.000   0.005   0.018   0.285   0.000   0.000   0.000   0.302
   0.600   8.000   0.004   0.024   0.284   0.000   0.000   0.000   0.306
   0.625   8.000   0.003   0.031   0.281   0.000   0.000   0.000   0.309
   0.650   8.000   0.003   0.038   0.278   0.000   0.000   0.000   0.312
   0.675   8.000   0.002   0.045   0.274   0.000   0.000   0.000   0.315
   0.700   8.000   0.002   0.053   0.270   0.000   0.000   0.000   0.318
   0.725   8.000   0.002   0.061   0.266   0.000   0.000   0.000   0.321
   0.750   8.000   0.001   0.068   0.261   0.000   0.000   0.000   0.323
   0.775   8.000   0.001   0.076   0.257   0.000   0.000   0.000   0.325
   0.800   8.000   0.001   0.083   0.253   0.000   0.000   0.000   0.328
   0.825   8.000   0.001   0.090   0.248   0.000   0.000   0.000   0.330
   0.850   8.000   0.001   0.097   0.244   0.000   0.000   0.000   0.332
   0.875   8.000   0.001   0.104   0.240   0.000   0.000   0.000   0.334
   0.900   8.000   0.001   0.110   0.236   0.000   0.000   0.000   0.335
   0.925   8.000   0.000   0.116   0.232   0.000   0.000   0.000   0.337
   0.950   8.000   0.000   0.122   0.229   0.000   0.000   0.000   0.339
   0.975   8.000   0.000   0.127   0.226   0.000   0.000   0.000   0.341
   1.000   8.000   0.000   0.132   0.223   0.000   0.000   0.000   0.342
