  STRAIN   AVACS   MODE1   MODE2   MODE3   MODE4   MODE5   MODE6   MODE7
   0.000   7.000   0.000   0.106   0.171   0.015   0.000   0.020   0.162
   0.025   7.000   0.000   0.104   0.171   0.013   0.000   0.020   0.164
   0.050   7.000   0.000   0.102   0.172   0.012   0.000   0.020   0.168
   0.075   7.000   0.000   0.100   0.174   0.011   0.000   0.019   0.172
   0.100   7.000   0.000   0.098   0.178   0.010   0.000   0.019   0.176
   0.125   7.000   0.000   0.096   0.182   0.010   0.000   0.019   0.180
   0.150   7.000   0.000   0.093   0.186   0.009   0.000   0.018   0.182
   0.175   6.000   0.000   0.090   0.190   0.009   0.000   0.017   0.184
   0.200   6.000   0.000   0.087   0.193   0.009   0.000   0.017   0.186
   0.225   6.000   0.001   0.085   0.196   0.009   0.000   0.016   0.189
   0.250   6.000   0.001   0.083   0.199   0.009   0.000   0.015   0.193
   0.275   6.000   0.001   0.082   0.202   0.008   0.000   0.014   0.198
   0.300   6.000   0.001   0.081   0.206   0.008   0.000   0.013   0.205
   0.325   6.000   0.001   0.080   0.210   0.008   0.000   0.013   0.212
   0.350   6.000   0.001   0.078   0.215   0.007   0.000   0.012   0.219
   0.375   5.000   0.001   0.077   0.220   0.006   0.000   0.011   0.227
   0.400   5.000   0.001   0.075   0.226   0.005   0.000   0.009   0.235
   0.425   6.000   0.001   0.072   0.232   0.004   0.000   0.008   0.244
   0.450   6.000   0.001   0.070   0.238   0.004   0.000   0.007   0.252
   0.475   6.000   0.001   0.067   0.244   0.003   0.000   0.006   0.259
   0.500   6.000   0.001   0.063   0.250   0.002   0.000   0.005   0.267
   0.525   6.000   0.001   0.059   0.256   0.002   0.000   0.004   0.274
   0.550   6.000   0.002   0.055   0.263   0.001   0.000   0.003   0.281
   0.575   6.000   0.002   0.051   0.269   0.001   0.000   0.003   0.288
   0.600   6.000   0.002   0.046   0.275   0.001   0.000   0.002   0.294
   0.625   7.000   0.003   0.041   0.281   0.000   0.000   0.002   0.300
   0.650   7.000   0.003   0.036   0.287   0.000   0.000   0.001   0.306
   0.675   7.000   0.004   0.031   0.292   0.000   0.000   0.001   0.311
   0.700   7.000   0.004   0.025   0.298   0.000   0.000   0.001   0.316
   0.725   7.000   0.005   0.021   0.302   0.000   0.000   0.001   0.321
   0.750   7.000   0.006   0.016   0.306   0.000   0.000   0.000   0.325
   0.775   6.000   0.008   0.012   0.310   0.000   0.000   0.000   0.329
   0.800   6.000   0.009   0.009   0.312   0.000   0.000   0.000   0.333
   0.825   6.000   0.011   0.006   0.314   0.000   0.000   0.000   0.336
   0.850   6.000   0.013   0.004   0.315   0.000   0.000   0.000   0.339
   0.875   7.000   0.016   0.003   0.315   0.000   0.000   0.000   0.341
   0.900   7.000   0.019   0.002   0.315   0.000   0.000   0.000   0.343
   0.925   7.000   0.022   0.001   0.313   0.000   0.000   0.000   0.345
   0.950   7.000   0.026   0.000   0.311   0.000   0.000   0.000   0.347
   0.975   7.000   0.030   0.000   0.309   0.000   0.000   0.000   0.348
   1.000   7.000   0.034   0.000   0.306   0.000   0.000   0.000   0.349
