  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000  23.000   0.110   0.109   0.219
   0.025  23.000   0.112   0.111   0.222
   0.050  22.000   0.113   0.112   0.224
   0.075  21.000   0.114   0.112   0.225
   0.100  21.000   0.114   0.112   0.225
   0.125  21.000   0.113   0.112   0.225
   0.150  22.000   0.113   0.112   0.224
   0.175  26.000   0.111   0.112   0.224
   0.200  26.000   0.110   0.112   0.223
   0.225  27.000   0.108   0.112   0.221
   0.250  28.000   0.106   0.111   0.219
   0.275  27.000   0.104   0.109   0.216
   0.300  28.000   0.101   0.108   0.211
   0.325  28.000   0.098   0.105   0.206
   0.350  28.000   0.095   0.102   0.201
   0.375  27.000   0.092   0.100   0.195
   0.400  27.000   0.090   0.097   0.189
   0.425  27.000   0.087   0.094   0.184
   0.450  28.000   0.084   0.091   0.178
   0.475  28.000   0.082   0.088   0.173
   0.500  28.000   0.080   0.086   0.168
   0.525  27.000   0.078   0.083   0.163
   0.550  27.000   0.076   0.081   0.159
   0.575  28.000   0.074   0.079   0.154
   0.600  28.000   0.072   0.077   0.151
   0.625  28.000   0.070   0.075   0.147
   0.650  28.000   0.069   0.073   0.144
   0.675  28.000   0.067   0.071   0.141
   0.700  28.000   0.066   0.070   0.138
   0.725  28.000   0.065   0.068   0.135
   0.750  28.000   0.064   0.067   0.132
   0.775  28.000   0.063   0.066   0.130
   0.800  28.000   0.061   0.065   0.128
   0.825  28.000   0.061   0.064   0.126
   0.850  28.000   0.060   0.063   0.124
   0.875  28.000   0.059   0.062   0.122
   0.900  28.000   0.058   0.061   0.120
   0.925  28.000   0.058   0.061   0.120
   0.950  28.000   0.058   0.061   0.120
   0.975  28.000   0.058   0.061   0.120
   1.000  28.000   0.058   0.061   0.120
