TEXTURE AT STRAIN =    0.7000
   1.258   1.295   0.610  <-- length of phase ellipsoid axes
   10.10    2.44  -28.89  <-- Euler angles (deg) of phase ellipsoid axes
B       500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
  162.06   39.61 -107.44   0.0016500
