  STRAIN   AVACS   MODE1   MODE2   MODE3   MODE4   MODE5   MODE6
   0.000   6.000   0.132   0.003   0.152   0.078   0.000   0.108
   0.025   6.000   0.129   0.003   0.153   0.071   0.000   0.112
   0.050   6.000   0.125   0.003   0.154   0.062   0.000   0.116
   0.075   6.000   0.121   0.003   0.155   0.055   0.000   0.120
   0.100   6.000   0.116   0.003   0.157   0.050   0.000   0.122
   0.125   6.000   0.112   0.002   0.159   0.047   0.000   0.124
   0.150   6.000   0.108   0.002   0.161   0.045   0.000   0.126
   0.175   6.000   0.105   0.002   0.164   0.045   0.000   0.129
   0.200   6.000   0.102   0.001   0.167   0.045   0.000   0.132
   0.225   6.000   0.100   0.001   0.171   0.045   0.000   0.135
   0.250   6.000   0.099   0.001   0.175   0.046   0.000   0.140
   0.275   6.000   0.097   0.001   0.179   0.048   0.000   0.144
   0.300   6.000   0.097   0.001   0.184   0.049   0.000   0.149
   0.325   6.000   0.096   0.001   0.189   0.050   0.000   0.155
   0.350   6.000   0.096   0.000   0.193   0.052   0.000   0.161
   0.375   6.000   0.095   0.000   0.198   0.053   0.000   0.167
   0.400   6.000   0.095   0.000   0.203   0.054   0.000   0.173
   0.425   6.000   0.094   0.000   0.208   0.056   0.000   0.180
   0.450   6.000   0.094   0.000   0.212   0.057   0.000   0.186
   0.475   6.000   0.093   0.000   0.217   0.057   0.000   0.193
   0.500   6.000   0.092   0.000   0.221   0.058   0.000   0.199
   0.525   6.000   0.091   0.000   0.226   0.059   0.000   0.206
   0.550   6.000   0.089   0.000   0.230   0.059   0.000   0.213
   0.575   6.000   0.087   0.000   0.234   0.059   0.000   0.220
   0.600   6.000   0.085   0.000   0.238   0.059   0.000   0.227
   0.625   6.000   0.082   0.000   0.242   0.058   0.000   0.234
   0.650   6.000   0.079   0.000   0.247   0.058   0.000   0.241
   0.675   6.000   0.076   0.000   0.251   0.057   0.000   0.248
   0.700   6.000   0.073   0.000   0.255   0.055   0.000   0.255
   0.725   6.000   0.069   0.000   0.260   0.054   0.000   0.262
   0.750   6.000   0.065   0.000   0.264   0.052   0.000   0.270
   0.775   6.000   0.061   0.000   0.269   0.050   0.000   0.277
   0.800   5.000   0.057   0.000   0.274   0.048   0.000   0.284
   0.825   5.000   0.052   0.000   0.279   0.045   0.000   0.291
   0.850   6.000   0.048   0.000   0.284   0.042   0.000   0.298
   0.875   6.000   0.043   0.000   0.290   0.040   0.000   0.305
   0.900   7.000   0.039   0.000   0.296   0.036   0.000   0.311
   0.925   7.000   0.034   0.000   0.301   0.033   0.000   0.318
   0.950   7.000   0.030   0.000   0.306   0.029   0.000   0.322
   0.975   7.000   0.025   0.000   0.310   0.026   0.000   0.327
   1.000   7.000   0.021   0.001   0.314   0.022   0.000   0.331
