  STRAIN   AVACS   MODE1   MODE2   MODE3   MODE4   MODE5   MODE6
   0.000   6.000   0.003   0.064   0.269   0.003   0.012   0.182
   0.025   7.000   0.003   0.064   0.260   0.003   0.012   0.182
   0.050   8.000   0.003   0.065   0.253   0.003   0.012   0.183
   0.075   8.000   0.003   0.066   0.247   0.002   0.012   0.184
   0.100   8.000   0.003   0.068   0.241   0.002   0.012   0.186
   0.125   9.000   0.003   0.070   0.237   0.002   0.012   0.188
   0.150   9.000   0.003   0.072   0.234   0.002   0.013   0.191
   0.175   9.000   0.003   0.074   0.232   0.001   0.014   0.194
   0.200   9.000   0.003   0.076   0.231   0.001   0.014   0.200
   0.225   9.000   0.003   0.077   0.231   0.001   0.015   0.207
   0.250   9.000   0.003   0.079   0.232   0.001   0.015   0.215
   0.275   9.000   0.003   0.081   0.233   0.001   0.016   0.224
   0.300   9.000   0.003   0.082   0.235   0.001   0.017   0.234
   0.325   9.000   0.003   0.083   0.237   0.001   0.017   0.244
   0.350   9.000   0.003   0.084   0.239   0.001   0.018   0.255
   0.375   9.000   0.003   0.085   0.241   0.001   0.018   0.265
   0.400   9.000   0.002   0.086   0.243   0.001   0.019   0.275
   0.425   9.000   0.002   0.086   0.245   0.001   0.019   0.285
   0.450   9.000   0.002   0.086   0.246   0.001   0.019   0.295
   0.475   9.000   0.002   0.086   0.247   0.001   0.020   0.304
   0.500   9.000   0.002   0.086   0.249   0.001   0.020   0.312
   0.525   9.000   0.002   0.086   0.250   0.001   0.020   0.320
   0.550  10.000   0.002   0.086   0.250   0.001   0.021   0.328
   0.575  10.000   0.002   0.086   0.251   0.001   0.021   0.335
   0.600  10.000   0.002   0.086   0.252   0.001   0.022   0.342
   0.625  10.000   0.002   0.086   0.252   0.001   0.022   0.348
   0.650  10.000   0.002   0.085   0.252   0.001   0.023   0.354
   0.675  10.000   0.001   0.085   0.253   0.001   0.023   0.360
   0.700  10.000   0.001   0.085   0.253   0.001   0.023   0.365
   0.725  10.000   0.001   0.084   0.253   0.000   0.024   0.370
   0.750  10.000   0.001   0.084   0.253   0.000   0.025   0.374
   0.775  10.000   0.001   0.084   0.253   0.000   0.025   0.379
   0.800  10.000   0.001   0.083   0.253   0.000   0.026   0.382
   0.825  10.000   0.001   0.083   0.253   0.000   0.026   0.386
   0.850  10.000   0.001   0.083   0.253   0.000   0.027   0.389
   0.875  10.000   0.001   0.083   0.253   0.000   0.028   0.393
   0.900  10.000   0.001   0.082   0.252   0.000   0.028   0.396
   0.925  10.000   0.001   0.082   0.251   0.000   0.029   0.396
   0.950  10.000   0.001   0.082   0.251   0.000   0.029   0.396
   0.975  10.000   0.001   0.081   0.250   0.000   0.030   0.397
   1.000  10.000   0.001   0.081   0.249   0.000   0.031   0.397
