  STRAIN   AVACS   MODE1   MODE2   MODE3   MODE4   MODE5   MODE6
   0.000   5.000   0.099   0.045   0.203   0.116   0.000   0.017
   0.025   5.000   0.095   0.043   0.202   0.113   0.000   0.018
   0.050   5.000   0.093   0.042   0.203   0.111   0.000   0.019
   0.075   6.000   0.091   0.040   0.205   0.109   0.000   0.021
   0.100   6.000   0.090   0.040   0.209   0.107   0.000   0.022
   0.125   6.000   0.090   0.039   0.214   0.106   0.000   0.025
   0.150   7.000   0.090   0.039   0.221   0.104   0.000   0.028
   0.175   7.000   0.091   0.039   0.228   0.103   0.000   0.032
   0.200   7.000   0.093   0.040   0.236   0.101   0.000   0.036
   0.225   7.000   0.094   0.041   0.245   0.099   0.000   0.041
   0.250   7.000   0.095   0.042   0.253   0.098   0.000   0.047
   0.275   7.000   0.097   0.044   0.261   0.096   0.000   0.054
   0.300   7.000   0.098   0.045   0.269   0.094   0.000   0.061
   0.325   7.000   0.098   0.047   0.275   0.092   0.000   0.069
   0.350   7.000   0.099   0.049   0.282   0.090   0.000   0.078
   0.375   7.000   0.098   0.050   0.287   0.088   0.000   0.088
   0.400   7.000   0.097   0.052   0.292   0.086   0.000   0.099
   0.425   7.000   0.096   0.054   0.296   0.083   0.000   0.110
   0.450   7.000   0.094   0.055   0.299   0.080   0.000   0.122
   0.475   6.000   0.091   0.056   0.302   0.078   0.000   0.135
   0.500   6.000   0.088   0.057   0.304   0.075   0.000   0.148
   0.525   6.000   0.085   0.058   0.304   0.072   0.000   0.162
   0.550   6.000   0.081   0.058   0.304   0.070   0.001   0.175
   0.575   6.000   0.078   0.058   0.303   0.068   0.001   0.188
   0.600   7.000   0.074   0.057   0.301   0.066   0.001   0.200
   0.625   7.000   0.071   0.056   0.299   0.065   0.001   0.212
   0.650   7.000   0.069   0.055   0.298   0.065   0.001   0.224
   0.675   8.000   0.066   0.054   0.296   0.064   0.001   0.236
   0.700   8.000   0.064   0.053   0.294   0.064   0.001   0.247
   0.725   8.000   0.061   0.052   0.291   0.064   0.001   0.257
   0.750   9.000   0.059   0.051   0.289   0.065   0.001   0.268
   0.775   9.000   0.057   0.049   0.287   0.065   0.001   0.278
   0.800   9.000   0.055   0.048   0.285   0.066   0.000   0.287
   0.825   9.000   0.053   0.047   0.282   0.066   0.000   0.297
   0.850   9.000   0.051   0.046   0.280   0.067   0.000   0.306
   0.875   9.000   0.049   0.044   0.277   0.067   0.000   0.314
   0.900   9.000   0.047   0.043   0.274   0.068   0.000   0.321
   0.925   9.000   0.045   0.041   0.271   0.068   0.000   0.327
   0.950   9.000   0.044   0.040   0.267   0.069   0.000   0.333
   0.975   9.000   0.042   0.038   0.264   0.070   0.000   0.338
   1.000  10.000   0.041   0.037   0.261   0.070   0.000   0.343
