          Evm          Svm            E11          E22          E33          E23          E13          E12         SDEV11       SDEV22       SDEV33       SDEV23       SDEV13       SDEV12      TEMP
  0.00000E+00  0.57789E+02    0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.19270E+02  0.18290E+02 -0.37560E+02 -0.12705E+01 -0.72703E+01  0.63255E+00      982.00
  0.24373E-01  0.58003E+02    0.12500E-01  0.12500E-01 -0.25000E-01  0.00000E+00  0.00000E+00  0.00000E+00    0.18664E+02  0.18996E+02 -0.37660E+02 -0.18858E+01 -0.73212E+01  0.75995E+00      982.00
  0.48721E-01  0.58248E+02    0.25000E-01  0.25000E-01 -0.50000E-01  0.00000E+00  0.00000E+00  0.00000E+00    0.17964E+02  0.19800E+02 -0.37763E+02 -0.25073E+01 -0.73255E+01  0.77201E+00      982.00
  0.73033E-01  0.58379E+02    0.37500E-01  0.37500E-01 -0.75000E-01  0.00000E+00  0.00000E+00  0.00000E+00    0.17322E+02  0.20489E+02 -0.37811E+02 -0.29656E+01 -0.72163E+01  0.63989E+00      982.00
  0.97321E-01  0.58374E+02    0.50000E-01  0.50000E-01 -0.10000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.16854E+02  0.20956E+02 -0.37810E+02 -0.31773E+01 -0.70148E+01  0.37429E+00      982.00
  0.12161E+00  0.58277E+02    0.62500E-01  0.62500E-01 -0.12500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.16556E+02  0.21223E+02 -0.37778E+02 -0.31926E+01 -0.67848E+01 -0.37815E-02      982.00
  0.14592E+00  0.58118E+02    0.75000E-01  0.75000E-01 -0.15000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.16406E+02  0.21315E+02 -0.37721E+02 -0.30783E+01 -0.65621E+01 -0.45104E+00      982.00
  0.17026E+00  0.57946E+02    0.87500E-01  0.87500E-01 -0.17500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.16336E+02  0.21315E+02 -0.37651E+02 -0.29216E+01 -0.63587E+01 -0.93137E+00      982.00
  0.19462E+00  0.57773E+02    0.10000E+00  0.10000E+00 -0.20000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.16331E+02  0.21242E+02 -0.37572E+02 -0.27326E+01 -0.61797E+01 -0.14502E+01      982.00
  0.21901E+00  0.57624E+02    0.11250E+00  0.11250E+00 -0.22500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.16392E+02  0.21108E+02 -0.37499E+02 -0.25170E+01 -0.60254E+01 -0.20005E+01      982.00
  0.24342E+00  0.57495E+02    0.12500E+00  0.12500E+00 -0.25000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.16496E+02  0.20929E+02 -0.37425E+02 -0.22874E+01 -0.58870E+01 -0.25734E+01      982.00
  0.26783E+00  0.57393E+02    0.13750E+00  0.13750E+00 -0.27500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.16646E+02  0.20708E+02 -0.37354E+02 -0.20356E+01 -0.57592E+01 -0.31705E+01      982.00
  0.29223E+00  0.57323E+02    0.15000E+00  0.15000E+00 -0.30000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.16828E+02  0.20459E+02 -0.37288E+02 -0.17670E+01 -0.56357E+01 -0.37878E+01      982.00
  0.31663E+00  0.57288E+02    0.16250E+00  0.16250E+00 -0.32500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.17044E+02  0.20184E+02 -0.37227E+02 -0.14743E+01 -0.55095E+01 -0.44254E+01      982.00
  0.34099E+00  0.57298E+02    0.17500E+00  0.17500E+00 -0.35000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.17285E+02  0.19893E+02 -0.37178E+02 -0.11592E+01 -0.53749E+01 -0.50772E+01      982.00
  0.36533E+00  0.57354E+02    0.18750E+00  0.18750E+00 -0.37500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.17548E+02  0.19592E+02 -0.37140E+02 -0.82139E+00 -0.52267E+01 -0.57380E+01      982.00
  0.38961E+00  0.57457E+02    0.20000E+00  0.20000E+00 -0.40000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.17825E+02  0.19288E+02 -0.37113E+02 -0.46329E+00 -0.50626E+01 -0.64029E+01      982.00
  0.41383E+00  0.57613E+02    0.21250E+00  0.21250E+00 -0.42500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.18114E+02  0.18989E+02 -0.37103E+02 -0.88476E-01 -0.48812E+01 -0.70646E+01      982.00
  0.43798E+00  0.57830E+02    0.22500E+00  0.22500E+00 -0.45000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.18415E+02  0.18702E+02 -0.37117E+02  0.29947E+00 -0.46814E+01 -0.77130E+01      982.00
  0.46205E+00  0.58108E+02    0.23750E+00  0.23750E+00 -0.47500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.18722E+02  0.18435E+02 -0.37156E+02  0.69341E+00 -0.44653E+01 -0.83434E+01      982.00
  0.48603E+00  0.58443E+02    0.25000E+00  0.25000E+00 -0.50000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.19034E+02  0.18191E+02 -0.37225E+02  0.10882E+01 -0.42326E+01 -0.89444E+01      982.00
  0.50992E+00  0.58811E+02    0.26250E+00  0.26250E+00 -0.52500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.19343E+02  0.17963E+02 -0.37307E+02  0.14802E+01 -0.39874E+01 -0.95139E+01      982.00
  0.53370E+00  0.59220E+02    0.27500E+00  0.27500E+00 -0.55000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.19646E+02  0.17769E+02 -0.37414E+02  0.18545E+01 -0.37333E+01 -0.10044E+02      982.00
  0.55740E+00  0.59662E+02    0.28750E+00  0.28750E+00 -0.57500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.19944E+02  0.17602E+02 -0.37546E+02  0.22123E+01 -0.34716E+01 -0.10533E+02      982.00
  0.58099E+00  0.60121E+02    0.30000E+00  0.30000E+00 -0.60000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.20234E+02  0.17460E+02 -0.37694E+02  0.25482E+01 -0.32067E+01 -0.10978E+02      982.00
