  STRAIN   AVACS   MODE1   MODE2   MODE3   MODE4   MODE5   MODE6   MODE7
   0.000   6.000   0.127   0.015   0.062   0.001   0.095   0.131   0.032
   0.025   6.000   0.123   0.015   0.060   0.001   0.091   0.135   0.030
   0.050   6.000   0.120   0.015   0.058   0.001   0.087   0.141   0.029
   0.075   6.000   0.119   0.015   0.057   0.002   0.082   0.150   0.029
   0.100   6.000   0.118   0.015   0.055   0.002   0.075   0.159   0.029
   0.125   6.000   0.117   0.016   0.053   0.003   0.068   0.169   0.029
   0.150   6.000   0.115   0.016   0.051   0.004   0.062   0.177   0.027
   0.175   6.000   0.114   0.017   0.050   0.005   0.058   0.184   0.025
   0.200   6.000   0.113   0.017   0.049   0.006   0.056   0.191   0.022
   0.225   6.000   0.113   0.017   0.049   0.007   0.055   0.198   0.020
   0.250   6.000   0.114   0.017   0.049   0.007   0.056   0.206   0.018
   0.275   5.000   0.115   0.018   0.049   0.008   0.056   0.213   0.017
   0.300   5.000   0.116   0.018   0.050   0.008   0.058   0.220   0.017
   0.325   5.000   0.118   0.018   0.051   0.009   0.059   0.227   0.017
   0.350   5.000   0.119   0.017   0.052   0.009   0.061   0.234   0.019
   0.375   5.000   0.120   0.017   0.053   0.009   0.062   0.240   0.021
   0.400   5.000   0.121   0.017   0.055   0.009   0.063   0.246   0.024
   0.425   5.000   0.122   0.016   0.056   0.010   0.065   0.251   0.028
   0.450   6.000   0.122   0.016   0.058   0.010   0.066   0.256   0.033
   0.475   6.000   0.122   0.015   0.059   0.010   0.067   0.261   0.039
   0.500   7.000   0.121   0.014   0.060   0.010   0.067   0.265   0.046
   0.525   6.000   0.120   0.013   0.061   0.011   0.068   0.268   0.054
   0.550   6.000   0.118   0.012   0.062   0.011   0.068   0.271   0.063
   0.575   6.000   0.115   0.011   0.062   0.011   0.068   0.273   0.072
   0.600   6.000   0.113   0.011   0.063   0.011   0.068   0.275   0.082
   0.625   6.000   0.110   0.010   0.063   0.011   0.068   0.277   0.092
   0.650   6.000   0.107   0.009   0.063   0.012   0.068   0.278   0.103
   0.675   6.000   0.103   0.008   0.063   0.012   0.067   0.278   0.114
   0.700   7.000   0.100   0.007   0.062   0.012   0.067   0.278   0.125
   0.725   8.000   0.096   0.007   0.062   0.012   0.066   0.278   0.136
   0.750   8.000   0.093   0.006   0.061   0.012   0.066   0.278   0.148
   0.775   8.000   0.089   0.005   0.060   0.012   0.065   0.277   0.160
   0.800   8.000   0.085   0.005   0.059   0.012   0.065   0.276   0.171
   0.825   8.000   0.082   0.004   0.058   0.012   0.064   0.275   0.183
   0.850   8.000   0.078   0.004   0.057   0.012   0.064   0.273   0.195
   0.875   8.000   0.075   0.004   0.056   0.012   0.063   0.271   0.206
   0.900   8.000   0.071   0.003   0.055   0.012   0.062   0.268   0.216
   0.925   8.000   0.067   0.003   0.053   0.012   0.062   0.265   0.225
   0.950   9.000   0.064   0.002   0.052   0.012   0.061   0.262   0.234
   0.975   9.000   0.060   0.002   0.050   0.011   0.060   0.259   0.243
   1.000   9.000   0.057   0.002   0.049   0.011   0.059   0.256   0.251
