  STRAIN   AVACS   MODE1   MODE2   MODE3   MODE4   MODE5   MODE6   MODE7
   0.000   5.000   0.001   0.395   0.001   0.000   0.025   0.000   0.194
   0.025   5.000   0.001   0.394   0.002   0.000   0.020   0.000   0.200
   0.050   4.000   0.000   0.389   0.004   0.000   0.016   0.000   0.203
   0.075   4.000   0.000   0.382   0.008   0.000   0.012   0.000   0.205
   0.100   4.000   0.000   0.374   0.011   0.000   0.010   0.000   0.207
   0.125   4.000   0.000   0.366   0.015   0.000   0.008   0.000   0.210
   0.150   5.000   0.000   0.358   0.019   0.000   0.006   0.000   0.214
   0.175   7.000   0.000   0.349   0.023   0.000   0.005   0.000   0.220
   0.200   7.000   0.000   0.342   0.028   0.000   0.004   0.000   0.226
   0.225   7.000   0.000   0.335   0.032   0.000   0.003   0.000   0.233
   0.250   7.000   0.000   0.328   0.036   0.000   0.002   0.000   0.241
   0.275   7.000   0.000   0.322   0.041   0.000   0.002   0.000   0.249
   0.300   7.000   0.000   0.316   0.045   0.000   0.001   0.000   0.257
   0.325   7.000   0.000   0.311   0.049   0.000   0.001   0.000   0.264
   0.350   7.000   0.000   0.306   0.054   0.000   0.001   0.000   0.272
   0.375   7.000   0.000   0.302   0.058   0.000   0.001   0.000   0.280
   0.400   8.000   0.000   0.298   0.063   0.000   0.000   0.000   0.287
   0.425   8.000   0.000   0.294   0.068   0.000   0.000   0.000   0.294
   0.450   8.000   0.000   0.290   0.072   0.000   0.000   0.000   0.301
   0.475   8.000   0.000   0.287   0.077   0.000   0.000   0.000   0.307
   0.500   8.000   0.000   0.284   0.082   0.000   0.000   0.000   0.313
   0.525   8.000   0.000   0.281   0.086   0.000   0.000   0.000   0.318
   0.550   9.000   0.000   0.278   0.091   0.000   0.000   0.000   0.324
   0.575   9.000   0.000   0.276   0.095   0.000   0.000   0.000   0.328
   0.600   9.000   0.000   0.273   0.100   0.000   0.000   0.000   0.333
   0.625   9.000   0.000   0.270   0.104   0.000   0.000   0.000   0.337
   0.650   9.000   0.000   0.268   0.108   0.000   0.000   0.000   0.341
   0.675   9.000   0.000   0.266   0.112   0.000   0.000   0.000   0.345
   0.700   9.000   0.000   0.263   0.116   0.000   0.000   0.000   0.348
   0.725   9.000   0.000   0.261   0.120   0.000   0.000   0.000   0.352
   0.750   9.000   0.000   0.259   0.124   0.000   0.000   0.000   0.355
   0.775   9.000   0.000   0.257   0.127   0.000   0.000   0.000   0.358
   0.800   9.000   0.000   0.255   0.131   0.000   0.000   0.000   0.360
   0.825   9.000   0.000   0.253   0.134   0.000   0.000   0.000   0.363
   0.850   9.000   0.000   0.251   0.138   0.000   0.000   0.000   0.365
   0.875   9.000   0.000   0.250   0.141   0.000   0.000   0.000   0.367
   0.900   9.000   0.000   0.248   0.144   0.000   0.000   0.000   0.369
   0.925   9.000   0.000   0.246   0.146   0.000   0.000   0.000   0.371
   0.950   9.000   0.000   0.245   0.149   0.000   0.000   0.000   0.373
   0.975   9.000   0.000   0.244   0.152   0.000   0.000   0.000   0.375
   1.000   9.000   0.000   0.242   0.154   0.000   0.000   0.000   0.377
