  STRAIN   AVACS   MODE1   MODE2   MODE3   MODE4   MODE5   MODE6
   0.000   6.000   0.056   0.000   0.214   0.206   0.000   0.035
   0.025   6.000   0.053   0.000   0.213   0.207   0.000   0.031
   0.050   6.000   0.050   0.000   0.214   0.207   0.000   0.028
   0.075   5.000   0.047   0.000   0.217   0.208   0.000   0.025
   0.100   5.000   0.044   0.000   0.221   0.210   0.000   0.023
   0.125   4.000   0.042   0.000   0.226   0.212   0.000   0.021
   0.150   4.000   0.039   0.000   0.233   0.215   0.000   0.019
   0.175   4.000   0.037   0.000   0.240   0.218   0.000   0.018
   0.200   4.000   0.034   0.000   0.248   0.223   0.000   0.017
   0.225   4.000   0.031   0.000   0.257   0.227   0.000   0.017
   0.250   4.000   0.028   0.000   0.265   0.233   0.000   0.016
   0.275   4.000   0.025   0.000   0.273   0.238   0.000   0.017
   0.300   4.000   0.022   0.000   0.279   0.244   0.000   0.017
   0.325   4.000   0.019   0.000   0.283   0.250   0.000   0.018
   0.350   4.000   0.016   0.000   0.285   0.256   0.000   0.019
   0.375   3.000   0.013   0.001   0.286   0.262   0.000   0.021
   0.400   3.000   0.010   0.001   0.285   0.267   0.000   0.024
   0.425   4.000   0.008   0.002   0.283   0.273   0.000   0.027
   0.450   4.000   0.007   0.003   0.279   0.278   0.000   0.031
   0.475   4.000   0.006   0.005   0.275   0.283   0.000   0.035
   0.500   5.000   0.004   0.007   0.269   0.287   0.000   0.040
   0.525   5.000   0.004   0.009   0.263   0.291   0.000   0.046
   0.550   5.000   0.003   0.011   0.256   0.295   0.000   0.052
   0.575   5.000   0.003   0.013   0.249   0.298   0.000   0.058
   0.600   5.000   0.002   0.015   0.242   0.301   0.000   0.065
   0.625   6.000   0.002   0.017   0.235   0.303   0.000   0.072
   0.650   6.000   0.002   0.018   0.228   0.304   0.000   0.080
   0.675   6.000   0.002   0.020   0.221   0.305   0.000   0.088
   0.700   6.000   0.001   0.021   0.214   0.306   0.000   0.096
   0.725   6.000   0.001   0.022   0.208   0.306   0.000   0.105
   0.750   6.000   0.001   0.023   0.202   0.306   0.000   0.114
   0.775   6.000   0.001   0.023   0.196   0.306   0.000   0.123
   0.800   6.000   0.001   0.024   0.190   0.305   0.000   0.132
   0.825   6.000   0.001   0.024   0.184   0.304   0.000   0.141
   0.850   6.000   0.001   0.024   0.179   0.303   0.000   0.150
   0.875   7.000   0.001   0.024   0.174   0.302   0.000   0.159
   0.900   7.000   0.001   0.024   0.169   0.300   0.000   0.168
   0.925   7.000   0.001   0.024   0.164   0.299   0.000   0.177
   0.950   7.000   0.001   0.024   0.160   0.297   0.000   0.186
   0.975   8.000   0.001   0.023   0.156   0.295   0.000   0.195
   1.000   8.000   0.001   0.023   0.152   0.293   0.000   0.204
