  STRAIN   AVACS   MODE1   MODE2   MODE3   MODE4   MODE5   MODE6   MODE7
   0.000   5.000   0.000   0.379   0.008   0.000   0.060   0.002   0.165
   0.025   5.000   0.000   0.371   0.012   0.000   0.054   0.002   0.165
   0.050   5.000   0.000   0.361   0.016   0.000   0.048   0.002   0.165
   0.075   6.000   0.000   0.350   0.021   0.000   0.044   0.001   0.166
   0.100   7.000   0.000   0.340   0.025   0.000   0.040   0.001   0.169
   0.125   7.000   0.000   0.330   0.029   0.000   0.037   0.001   0.174
   0.150   7.000   0.000   0.322   0.032   0.000   0.034   0.001   0.181
   0.175   7.000   0.000   0.315   0.036   0.000   0.032   0.001   0.189
   0.200   7.000   0.000   0.308   0.040   0.000   0.030   0.001   0.199
   0.225   7.000   0.000   0.302   0.044   0.000   0.028   0.001   0.209
   0.250   8.000   0.000   0.297   0.048   0.000   0.027   0.001   0.219
   0.275   8.000   0.000   0.293   0.052   0.000   0.025   0.001   0.230
   0.300   8.000   0.000   0.289   0.056   0.000   0.023   0.001   0.241
   0.325   9.000   0.000   0.286   0.060   0.000   0.021   0.000   0.251
   0.350   9.000   0.000   0.283   0.065   0.000   0.019   0.000   0.261
   0.375   9.000   0.000   0.280   0.069   0.000   0.017   0.000   0.271
   0.400   9.000   0.000   0.278   0.074   0.000   0.016   0.000   0.280
   0.425   8.000   0.000   0.276   0.078   0.000   0.014   0.000   0.289
   0.450   8.000   0.000   0.273   0.083   0.000   0.012   0.000   0.298
   0.475   8.000   0.000   0.271   0.088   0.000   0.010   0.000   0.305
   0.500   8.000   0.000   0.269   0.092   0.000   0.009   0.000   0.313
   0.525   8.000   0.000   0.267   0.097   0.000   0.007   0.000   0.319
   0.550   8.000   0.000   0.265   0.101   0.000   0.006   0.000   0.325
   0.575   8.000   0.000   0.263   0.106   0.000   0.005   0.000   0.331
   0.600   8.000   0.000   0.261   0.110   0.000   0.004   0.000   0.336
   0.625   8.000   0.000   0.259   0.114   0.000   0.003   0.000   0.341
   0.650   8.000   0.000   0.257   0.119   0.000   0.003   0.000   0.345
   0.675   8.000   0.000   0.255   0.123   0.000   0.002   0.000   0.349
   0.700   8.000   0.000   0.253   0.127   0.000   0.002   0.000   0.353
   0.725   8.000   0.000   0.251   0.130   0.000   0.001   0.000   0.356
   0.750   9.000   0.000   0.249   0.134   0.000   0.001   0.000   0.359
   0.775   9.000   0.000   0.247   0.137   0.000   0.001   0.000   0.362
   0.800   9.000   0.000   0.246   0.141   0.000   0.001   0.000   0.365
   0.825   9.000   0.000   0.244   0.144   0.000   0.001   0.000   0.367
   0.850   9.000   0.000   0.243   0.147   0.000   0.000   0.000   0.370
   0.875   9.000   0.000   0.241   0.150   0.000   0.000   0.000   0.372
   0.900   9.000   0.000   0.240   0.152   0.000   0.000   0.000   0.374
   0.925   9.000   0.000   0.238   0.155   0.000   0.000   0.000   0.375
   0.950   9.000   0.000   0.237   0.157   0.000   0.000   0.000   0.377
   0.975   9.000   0.000   0.236   0.160   0.000   0.000   0.000   0.379
   1.000   9.000   0.000   0.234   0.162   0.000   0.000   0.000   0.379
