  STRAIN   AVACS   MODE1   MODE2   MODE3   MODE4   MODE5   MODE6
   0.000   5.000   0.002   0.005   0.160   0.285   0.000   0.076
   0.025   5.000   0.001   0.006   0.148   0.272   0.000   0.079
   0.050   5.000   0.001   0.007   0.140   0.259   0.000   0.082
   0.075   5.000   0.001   0.007   0.134   0.247   0.000   0.086
   0.100   5.000   0.001   0.007   0.130   0.239   0.000   0.090
   0.125   5.000   0.001   0.007   0.128   0.232   0.000   0.095
   0.150   5.000   0.001   0.007   0.126   0.227   0.000   0.100
   0.175   5.000   0.001   0.007   0.125   0.223   0.000   0.106
   0.200   5.000   0.001   0.007   0.125   0.220   0.000   0.112
   0.225   6.000   0.001   0.007   0.125   0.218   0.000   0.119
   0.250   6.000   0.001   0.007   0.125   0.217   0.000   0.125
   0.275   6.000   0.001   0.007   0.125   0.216   0.000   0.133
   0.300   6.000   0.001   0.007   0.125   0.216   0.000   0.140
   0.325   7.000   0.001   0.007   0.126   0.217   0.000   0.148
   0.350   7.000   0.001   0.007   0.126   0.218   0.000   0.156
   0.375   7.000   0.001   0.007   0.126   0.219   0.000   0.165
   0.400   7.000   0.001   0.007   0.126   0.221   0.000   0.173
   0.425   7.000   0.001   0.007   0.126   0.222   0.000   0.182
   0.450   7.000   0.001   0.007   0.126   0.223   0.000   0.191
   0.475   7.000   0.001   0.007   0.125   0.225   0.000   0.200
   0.500   7.000   0.001   0.007   0.125   0.226   0.000   0.209
   0.525   7.000   0.001   0.007   0.124   0.227   0.000   0.218
   0.550   7.000   0.001   0.006   0.123   0.228   0.000   0.227
   0.575   8.000   0.001   0.006   0.122   0.229   0.000   0.236
   0.600   8.000   0.001   0.006   0.121   0.230   0.000   0.245
   0.625   8.000   0.001   0.006   0.121   0.231   0.000   0.253
   0.650   8.000   0.001   0.005   0.120   0.231   0.000   0.261
   0.675   8.000   0.001   0.005   0.119   0.231   0.000   0.269
   0.700   8.000   0.001   0.005   0.118   0.231   0.000   0.277
   0.725   8.000   0.001   0.004   0.117   0.231   0.000   0.285
   0.750   8.000   0.001   0.004   0.116   0.231   0.000   0.292
   0.775   8.000   0.001   0.004   0.115   0.231   0.000   0.299
   0.800   9.000   0.001   0.003   0.114   0.230   0.000   0.306
   0.825   9.000   0.001   0.003   0.113   0.230   0.000   0.313
   0.850   9.000   0.001   0.003   0.112   0.229   0.000   0.319
   0.875   9.000   0.001   0.002   0.111   0.228   0.000   0.325
   0.900   9.000   0.001   0.002   0.111   0.228   0.000   0.330
   0.925  10.000   0.001   0.002   0.110   0.227   0.000   0.336
   0.950  10.000   0.001   0.002   0.109   0.225   0.000   0.339
   0.975  10.000   0.001   0.002   0.108   0.223   0.000   0.341
   1.000  10.000   0.001   0.001   0.107   0.221   0.000   0.344
