  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000  24.000   0.123   0.118   0.239
   0.025  26.000   0.126   0.121   0.245
   0.050  26.000   0.127   0.125   0.251
   0.075  26.000   0.128   0.128   0.257
   0.100  25.000   0.129   0.131   0.260
   0.125  27.000   0.128   0.132   0.261
   0.150  26.000   0.126   0.132   0.260
   0.175  26.000   0.124   0.130   0.257
   0.200  27.000   0.120   0.128   0.252
   0.225  27.000   0.117   0.125   0.245
   0.250  28.000   0.113   0.121   0.237
   0.275  28.000   0.109   0.117   0.229
   0.300  28.000   0.105   0.113   0.221
   0.325  28.000   0.101   0.109   0.213
   0.350  28.000   0.097   0.105   0.205
   0.375  28.000   0.094   0.101   0.197
   0.400  28.000   0.090   0.097   0.190
   0.425  28.000   0.087   0.094   0.184
   0.450  28.000   0.084   0.090   0.177
   0.475  28.000   0.082   0.087   0.172
   0.500  29.000   0.079   0.085   0.166
   0.525  29.000   0.077   0.082   0.161
   0.550  30.000   0.075   0.080   0.157
   0.575  30.000   0.073   0.078   0.153
   0.600  30.000   0.071   0.076   0.149
   0.625  30.000   0.070   0.074   0.145
   0.650  30.000   0.068   0.072   0.142
   0.675  30.000   0.067   0.071   0.139
   0.700  30.000   0.066   0.069   0.136
   0.725  30.000   0.065   0.068   0.134
   0.750  30.000   0.063   0.067   0.131
   0.775  30.000   0.062   0.065   0.129
   0.800  30.000   0.062   0.064   0.127
   0.825  30.000   0.061   0.063   0.125
   0.850  29.000   0.060   0.062   0.123
   0.875  27.000   0.060   0.062   0.124
   0.900  27.000   0.060   0.063   0.124
   0.925  27.000   0.060   0.063   0.124
   0.950  27.000   0.060   0.063   0.124
   0.975  27.000   0.060   0.063   0.124
   1.000  27.000   0.060   0.063   0.124
