  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000  25.000   0.132   0.134   0.266
   0.025  24.000   0.133   0.135   0.269
   0.050  22.000   0.133   0.135   0.269
   0.075  20.000   0.133   0.136   0.269
   0.100  21.000   0.132   0.137   0.271
   0.125  21.000   0.132   0.139   0.274
   0.150  20.000   0.132   0.141   0.276
   0.175  20.000   0.131   0.142   0.277
   0.200  20.000   0.130   0.141   0.276
   0.225  21.000   0.129   0.140   0.273
   0.250  21.000   0.127   0.138   0.269
   0.275  21.000   0.124   0.135   0.264
   0.300  22.000   0.122   0.132   0.258
   0.325  23.000   0.119   0.129   0.252
   0.350  22.000   0.116   0.125   0.245
   0.375  22.000   0.113   0.122   0.239
   0.400  22.000   0.110   0.118   0.232
   0.425  20.000   0.107   0.115   0.225
   0.450  20.000   0.104   0.112   0.219
   0.475  20.000   0.101   0.108   0.213
   0.500  20.000   0.098   0.105   0.207
   0.525  21.000   0.096   0.102   0.201
   0.550  21.000   0.094   0.100   0.196
   0.575  21.000   0.091   0.097   0.191
   0.600  21.000   0.089   0.095   0.186
   0.625  21.000   0.087   0.092   0.182
   0.650  21.000   0.085   0.090   0.178
   0.675  21.000   0.083   0.088   0.174
   0.700  21.000   0.082   0.086   0.170
   0.725  21.000   0.080   0.085   0.166
   0.750  20.000   0.078   0.083   0.163
   0.775  20.000   0.077   0.081   0.160
   0.800  20.000   0.076   0.080   0.157
   0.825  20.000   0.074   0.078   0.154
   0.850  20.000   0.073   0.077   0.152
   0.875  20.000   0.072   0.076   0.149
   0.900  20.000   0.071   0.075   0.147
   0.925  21.000   0.070   0.074   0.146
   0.950  21.000   0.069   0.074   0.145
   0.975  21.000   0.069   0.073   0.143
   1.000  21.000   0.068   0.072   0.142
