  STRAIN   AVACS   MODE1   MODE2   MODE3   MODE4   MODE5   MODE6   MODE7
   0.000   5.000   0.105   0.141   0.007   0.194   0.049   0.000   0.036
   0.025   5.000   0.104   0.137   0.007   0.202   0.046   0.000   0.036
   0.050   5.000   0.104   0.132   0.007   0.212   0.042   0.001   0.036
   0.075   5.000   0.104   0.128   0.008   0.222   0.038   0.001   0.036
   0.100   5.000   0.103   0.123   0.008   0.229   0.034   0.001   0.034
   0.125   5.000   0.102   0.118   0.008   0.235   0.030   0.001   0.031
   0.150   5.000   0.100   0.113   0.008   0.241   0.028   0.001   0.026
   0.175   5.000   0.099   0.109   0.008   0.247   0.027   0.001   0.022
   0.200   4.000   0.099   0.107   0.008   0.254   0.027   0.002   0.019
   0.225   4.000   0.098   0.104   0.009   0.260   0.027   0.002   0.016
   0.250   4.000   0.099   0.103   0.009   0.267   0.027   0.002   0.014
   0.275   4.000   0.099   0.101   0.009   0.273   0.027   0.002   0.013
   0.300   4.000   0.100   0.100   0.009   0.279   0.028   0.002   0.012
   0.325   4.000   0.100   0.100   0.009   0.284   0.028   0.002   0.013
   0.350   4.000   0.101   0.099   0.010   0.289   0.029   0.002   0.015
   0.375   4.000   0.101   0.099   0.010   0.293   0.030   0.002   0.018
   0.400   4.000   0.101   0.099   0.010   0.297   0.030   0.002   0.021
   0.425   4.000   0.101   0.099   0.010   0.300   0.031   0.002   0.026
   0.450   5.000   0.101   0.100   0.010   0.304   0.031   0.002   0.031
   0.475   5.000   0.100   0.100   0.009   0.306   0.031   0.002   0.037
   0.500   5.000   0.099   0.100   0.009   0.308   0.032   0.002   0.044
   0.525   6.000   0.097   0.100   0.009   0.310   0.032   0.002   0.051
   0.550   6.000   0.096   0.100   0.009   0.312   0.032   0.002   0.058
   0.575   6.000   0.094   0.100   0.008   0.313   0.032   0.002   0.066
   0.600   6.000   0.092   0.099   0.008   0.314   0.032   0.002   0.075
   0.625   6.000   0.090   0.099   0.007   0.314   0.032   0.002   0.084
   0.650   6.000   0.087   0.098   0.007   0.314   0.032   0.002   0.093
   0.675   6.000   0.085   0.098   0.007   0.314   0.032   0.002   0.102
   0.700   6.000   0.082   0.097   0.006   0.313   0.032   0.002   0.112
   0.725   6.000   0.079   0.096   0.006   0.313   0.032   0.002   0.121
   0.750   6.000   0.077   0.095   0.006   0.311   0.032   0.002   0.131
   0.775   6.000   0.074   0.094   0.005   0.310   0.032   0.002   0.141
   0.800   6.000   0.071   0.093   0.005   0.309   0.032   0.002   0.150
   0.825   6.000   0.069   0.092   0.005   0.307   0.032   0.002   0.160
   0.850   7.000   0.066   0.090   0.004   0.306   0.032   0.002   0.170
   0.875   7.000   0.063   0.089   0.004   0.304   0.032   0.002   0.179
   0.900   7.000   0.061   0.087   0.004   0.302   0.032   0.002   0.188
   0.925   8.000   0.059   0.086   0.003   0.300   0.032   0.002   0.198
   0.950   8.000   0.056   0.084   0.003   0.297   0.032   0.002   0.207
   0.975   8.000   0.054   0.082   0.003   0.294   0.033   0.002   0.214
   1.000   8.000   0.051   0.080   0.003   0.290   0.033   0.002   0.221
