          Evm          Svm            E11          E22          E33          E23          E13          E12         SDEV11       SDEV22       SDEV33       SDEV23       SDEV13       SDEV12      TEMP
  0.00000E+00  0.49040E+02    0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.12388E+02  0.19495E+02 -0.31883E+02 -0.65687E+00  0.44977E+01  0.24395E+01      982.00
  0.24380E-01  0.48606E+02    0.12500E-01  0.12500E-01 -0.25000E-01  0.00000E+00  0.00000E+00  0.00000E+00    0.12437E+02  0.19232E+02 -0.31669E+02 -0.78638E+00  0.43851E+01  0.19824E+01      982.00
  0.48813E-01  0.48214E+02    0.25000E-01  0.25000E-01 -0.50000E-01  0.00000E+00  0.00000E+00  0.00000E+00    0.12504E+02  0.18977E+02 -0.31482E+02 -0.93763E+00  0.42407E+01  0.14851E+01      982.00
  0.73299E-01  0.47871E+02    0.37500E-01  0.37500E-01 -0.75000E-01  0.00000E+00  0.00000E+00  0.00000E+00    0.12589E+02  0.18734E+02 -0.31323E+02 -0.11183E+01  0.40580E+01  0.93975E+00      982.00
  0.97836E-01  0.47588E+02    0.50000E-01  0.50000E-01 -0.10000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.12683E+02  0.18512E+02 -0.31195E+02 -0.13368E+01  0.38271E+01  0.33787E+00      982.00
  0.12242E+00  0.47390E+02    0.62500E-01  0.62500E-01 -0.12500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.12783E+02  0.18323E+02 -0.31106E+02 -0.16035E+01  0.35393E+01 -0.32725E+00      982.00
  0.14703E+00  0.47299E+02    0.75000E-01  0.75000E-01 -0.15000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.12886E+02  0.18178E+02 -0.31064E+02 -0.19319E+01  0.31819E+01 -0.10668E+01      982.00
  0.17166E+00  0.47355E+02    0.87500E-01  0.87500E-01 -0.17500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.12994E+02  0.18083E+02 -0.31078E+02 -0.23648E+01  0.27139E+01 -0.19208E+01      982.00
  0.19627E+00  0.47612E+02    0.10000E+00  0.10000E+00 -0.20000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.13108E+02  0.18037E+02 -0.31146E+02 -0.30004E+01  0.20136E+01 -0.29930E+01      982.00
  0.22080E+00  0.48166E+02    0.11250E+00  0.11250E+00 -0.22500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.13181E+02  0.18049E+02 -0.31230E+02 -0.39507E+01  0.81941E+00 -0.44297E+01      982.00
