  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000  23.000   0.110   0.108   0.217
   0.025  23.000   0.110   0.108   0.218
   0.050  22.000   0.109   0.108   0.217
   0.075  22.000   0.108   0.108   0.216
   0.100  21.000   0.106   0.107   0.213
   0.125  21.000   0.104   0.105   0.210
   0.150  19.000   0.101   0.104   0.206
   0.175  19.000   0.098   0.101   0.200
   0.200  17.000   0.094   0.098   0.194
   0.225  15.000   0.093   0.098   0.193
   0.250  19.000   0.097   0.102   0.201
   0.275  20.000   0.100   0.106   0.209
   0.300  21.000   0.102   0.109   0.214
   0.325  21.000   0.103   0.111   0.217
   0.350  21.000   0.104   0.112   0.219
   0.375  21.000   0.104   0.113   0.220
   0.400  21.000   0.105   0.113   0.221
   0.425  23.000   0.104   0.112   0.220
   0.450  23.000   0.104   0.112   0.219
   0.475  22.000   0.103   0.111   0.218
   0.500  22.000   0.103   0.110   0.216
   0.525  21.000   0.102   0.109   0.214
   0.550  20.000   0.101   0.108   0.212
   0.575  20.000   0.100   0.107   0.210
   0.600  20.000   0.099   0.106   0.208
   0.625  20.000   0.098   0.105   0.205
   0.650  20.000   0.097   0.103   0.203
   0.675  20.000   0.096   0.102   0.201
   0.700  20.000   0.095   0.101   0.198
   0.725  20.000   0.094   0.100   0.196
   0.750  20.000   0.093   0.099   0.194
   0.775  20.000   0.092   0.097   0.191
   0.800  20.000   0.091   0.096   0.189
   0.825  20.000   0.090   0.095   0.187
   0.850  20.000   0.089   0.094   0.185
   0.875  20.000   0.088   0.093   0.183
   0.900  20.000   0.087   0.092   0.181
   0.925  20.000   0.086   0.091   0.179
   0.950  20.000   0.085   0.090   0.178
   0.975  20.000   0.084   0.089   0.176
   1.000  20.000   0.084   0.088   0.174
