  STRAIN   AVACS   MODE1   MODE2   MODE3   MODE4   MODE5   MODE6
   0.000   4.000   0.028   0.155   0.320   0.011   0.007   0.038
   0.025   4.000   0.027   0.150   0.317   0.010   0.007   0.043
   0.050   4.000   0.026   0.146   0.315   0.009   0.007   0.048
   0.075   4.000   0.025   0.142   0.313   0.008   0.008   0.053
   0.100   4.000   0.024   0.139   0.310   0.007   0.009   0.058
   0.125   4.000   0.023   0.135   0.307   0.006   0.009   0.063
   0.150   4.000   0.023   0.132   0.304   0.005   0.010   0.069
   0.175   4.000   0.023   0.130   0.301   0.005   0.011   0.075
   0.200   4.000   0.023   0.128   0.299   0.004   0.011   0.082
   0.225   5.000   0.024   0.127   0.298   0.004   0.012   0.089
   0.250   6.000   0.024   0.126   0.297   0.004   0.012   0.098
   0.275   6.000   0.025   0.125   0.297   0.004   0.012   0.108
   0.300   6.000   0.026   0.125   0.297   0.004   0.012   0.118
   0.325   6.000   0.026   0.125   0.298   0.004   0.012   0.128
   0.350   7.000   0.027   0.124   0.299   0.004   0.012   0.139
   0.375   7.000   0.027   0.124   0.300   0.004   0.012   0.150
   0.400   7.000   0.027   0.123   0.300   0.004   0.012   0.162
   0.425   7.000   0.027   0.123   0.301   0.004   0.012   0.173
   0.450   7.000   0.027   0.122   0.302   0.004   0.012   0.184
   0.475   7.000   0.027   0.121   0.302   0.004   0.011   0.195
   0.500   7.000   0.026   0.120   0.302   0.004   0.011   0.206
   0.525   7.000   0.026   0.119   0.302   0.005   0.011   0.217
   0.550   7.000   0.025   0.117   0.302   0.005   0.010   0.228
   0.575   7.000   0.025   0.116   0.301   0.005   0.010   0.238
   0.600   7.000   0.025   0.115   0.301   0.005   0.010   0.248
   0.625   8.000   0.024   0.113   0.300   0.006   0.009   0.257
   0.650   8.000   0.023   0.112   0.299   0.006   0.009   0.266
   0.675   8.000   0.023   0.110   0.299   0.006   0.009   0.275
   0.700   8.000   0.023   0.109   0.298   0.007   0.009   0.284
   0.725   9.000   0.022   0.107   0.296   0.007   0.008   0.292
   0.750   9.000   0.022   0.106   0.295   0.007   0.008   0.300
   0.775   9.000   0.021   0.104   0.294   0.007   0.008   0.307
   0.800  10.000   0.021   0.103   0.293   0.008   0.007   0.315
   0.825  10.000   0.020   0.101   0.292   0.008   0.007   0.322
   0.850  10.000   0.020   0.100   0.291   0.008   0.007   0.328
   0.875  10.000   0.020   0.098   0.289   0.009   0.007   0.335
   0.900  10.000   0.019   0.097   0.288   0.009   0.006   0.341
   0.925  10.000   0.019   0.095   0.286   0.009   0.006   0.345
   0.950  10.000   0.019   0.094   0.284   0.010   0.006   0.348
   0.975  10.000   0.019   0.092   0.282   0.010   0.006   0.351
   1.000  10.000   0.018   0.091   0.281   0.010   0.005   0.355
