  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000  24.000   0.110   0.111   0.221
   0.025  23.000   0.110   0.112   0.223
   0.050  25.000   0.111   0.113   0.225
   0.075  26.000   0.111   0.114   0.226
   0.100  27.000   0.111   0.114   0.227
   0.125  28.000   0.112   0.115   0.229
   0.150  27.000   0.112   0.116   0.229
   0.175  26.000   0.111   0.116   0.229
   0.200  27.000   0.109   0.116   0.228
   0.225  26.000   0.107   0.115   0.225
   0.250  27.000   0.105   0.113   0.221
   0.275  27.000   0.103   0.110   0.216
   0.300  27.000   0.100   0.108   0.211
   0.325  27.000   0.097   0.105   0.205
   0.350  27.000   0.094   0.102   0.199
   0.375  28.000   0.091   0.099   0.193
   0.400  28.000   0.089   0.096   0.187
   0.425  27.000   0.086   0.093   0.182
   0.450  27.000   0.084   0.090   0.176
   0.475  28.000   0.081   0.087   0.171
   0.500  28.000   0.079   0.085   0.166
   0.525  28.000   0.077   0.082   0.162
   0.550  28.000   0.075   0.080   0.157
   0.575  28.000   0.073   0.078   0.153
   0.600  29.000   0.071   0.076   0.150
   0.625  29.000   0.070   0.074   0.146
   0.650  29.000   0.068   0.073   0.143
   0.675  29.000   0.067   0.071   0.140
   0.700  29.000   0.066   0.070   0.137
   0.725  30.000   0.065   0.068   0.134
   0.750  30.000   0.063   0.067   0.132
   0.775  29.000   0.062   0.066   0.130
   0.800  29.000   0.061   0.065   0.127
   0.825  29.000   0.061   0.064   0.125
   0.850  29.000   0.060   0.063   0.124
   0.875  29.000   0.059   0.062   0.122
   0.900  29.000   0.058   0.061   0.120
   0.925  29.000   0.058   0.061   0.120
   0.950  29.000   0.058   0.061   0.120
   0.975  29.000   0.058   0.061   0.121
   1.000  29.000   0.058   0.061   0.121
