  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000  25.000   0.125   0.116   0.238
   0.025  25.000   0.126   0.117   0.240
   0.050  27.000   0.126   0.118   0.240
   0.075  26.000   0.124   0.117   0.239
   0.100  24.000   0.122   0.116   0.236
   0.125  25.000   0.118   0.115   0.231
   0.150  22.000   0.115   0.112   0.226
   0.175  22.000   0.112   0.110   0.221
   0.200  22.000   0.109   0.107   0.215
   0.225  23.000   0.107   0.104   0.210
   0.250  23.000   0.104   0.102   0.205
   0.275  23.000   0.101   0.099   0.199
   0.300  22.000   0.098   0.096   0.193
   0.325  22.000   0.095   0.093   0.188
   0.350  21.000   0.092   0.090   0.182
   0.375  22.000   0.089   0.088   0.176
   0.400  22.000   0.086   0.085   0.170
   0.425  24.000   0.083   0.082   0.165
   0.450  25.000   0.080   0.080   0.160
   0.475  26.000   0.077   0.078   0.155
   0.500  26.000   0.075   0.075   0.150
   0.525  27.000   0.073   0.073   0.146
   0.550  28.000   0.071   0.071   0.142
   0.575  28.000   0.068   0.069   0.138
   0.600  27.000   0.066   0.067   0.134
   0.625  27.000   0.065   0.066   0.131
   0.650  26.000   0.063   0.064   0.127
   0.675  25.000   0.061   0.062   0.124
   0.700  27.000   0.059   0.061   0.121
   0.725  26.000   0.058   0.060   0.119
   0.750  24.000   0.057   0.059   0.117
   0.775  26.000   0.057   0.059   0.116
   0.800  27.000   0.057   0.058   0.116
   0.825  26.000   0.057   0.058   0.116
   0.850  26.000   0.058   0.058   0.116
   0.875  27.000   0.058   0.059   0.117
   0.900  26.000   0.059   0.059   0.118
   0.925  23.000   0.059   0.059   0.118
   0.950  23.000   0.060   0.059   0.119
   0.975  22.000   0.060   0.060   0.120
   1.000  22.000   0.060   0.060   0.121
