  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000  26.000   0.120   0.118   0.236
   0.025  24.000   0.119   0.118   0.236
   0.050  23.000   0.118   0.118   0.237
   0.075  22.000   0.119   0.119   0.238
   0.100  23.000   0.119   0.121   0.241
   0.125  23.000   0.120   0.122   0.243
   0.150  22.000   0.120   0.123   0.245
   0.175  22.000   0.120   0.124   0.245
   0.200  22.000   0.119   0.124   0.245
   0.225  22.000   0.118   0.124   0.244
   0.250  22.000   0.117   0.123   0.243
   0.275  22.000   0.115   0.122   0.240
   0.300  22.000   0.113   0.121   0.238
   0.325  22.000   0.112   0.120   0.235
   0.350  22.000   0.110   0.118   0.231
   0.375  22.000   0.108   0.116   0.228
   0.400  22.000   0.106   0.114   0.224
   0.425  22.000   0.104   0.112   0.220
   0.450  21.000   0.102   0.110   0.216
   0.475  21.000   0.100   0.108   0.212
   0.500  21.000   0.098   0.106   0.207
   0.525  21.000   0.096   0.104   0.204
   0.550  21.000   0.094   0.102   0.200
   0.575  21.000   0.092   0.100   0.196
   0.600  21.000   0.090   0.098   0.192
   0.625  21.000   0.089   0.097   0.189
   0.650  21.000   0.087   0.095   0.186
   0.675  22.000   0.086   0.093   0.183
   0.700  22.000   0.085   0.092   0.180
   0.725  22.000   0.083   0.090   0.177
   0.750  22.000   0.082   0.089   0.174
   0.775  23.000   0.081   0.088   0.172
   0.800  23.000   0.080   0.087   0.169
   0.825  23.000   0.079   0.085   0.167
   0.850  23.000   0.078   0.084   0.165
   0.875  23.000   0.077   0.083   0.163
   0.900  23.000   0.076   0.082   0.161
   0.925  23.000   0.076   0.081   0.160
   0.950  23.000   0.075   0.081   0.158
   0.975  23.000   0.074   0.080   0.156
   1.000  22.000   0.073   0.079   0.155
