  STRAIN   AVACS   MODE1   MODE2   MODE3   MODE4   MODE5   MODE6   MODE7
   0.000   7.000   0.000   0.164   0.207   0.000   0.011   0.000   0.172
   0.025   6.000   0.000   0.166   0.201   0.000   0.008   0.000   0.175
   0.050   7.000   0.000   0.167   0.195   0.000   0.006   0.000   0.179
   0.075   7.000   0.000   0.167   0.189   0.000   0.005   0.000   0.184
   0.100   7.000   0.000   0.168   0.184   0.000   0.004   0.000   0.190
   0.125   7.000   0.000   0.168   0.180   0.000   0.003   0.000   0.198
   0.150   8.000   0.000   0.169   0.176   0.000   0.003   0.000   0.206
   0.175   8.000   0.000   0.170   0.172   0.000   0.002   0.000   0.215
   0.200   8.000   0.000   0.171   0.170   0.000   0.002   0.000   0.225
   0.225   8.000   0.000   0.173   0.167   0.000   0.002   0.000   0.235
   0.250   8.000   0.000   0.175   0.166   0.000   0.001   0.000   0.244
   0.275   8.000   0.000   0.176   0.165   0.000   0.001   0.000   0.254
   0.300   9.000   0.000   0.178   0.164   0.000   0.001   0.000   0.264
   0.325   9.000   0.000   0.180   0.164   0.000   0.001   0.000   0.273
   0.350   9.000   0.000   0.182   0.164   0.000   0.001   0.000   0.282
   0.375   9.000   0.000   0.184   0.164   0.000   0.001   0.000   0.290
   0.400   9.000   0.000   0.186   0.165   0.000   0.000   0.000   0.297
   0.425   9.000   0.000   0.188   0.165   0.000   0.000   0.000   0.305
   0.450   9.000   0.000   0.189   0.166   0.000   0.000   0.000   0.311
   0.475   9.000   0.000   0.191   0.168   0.000   0.000   0.000   0.318
   0.500   9.000   0.000   0.192   0.169   0.000   0.000   0.000   0.324
   0.525   9.000   0.000   0.194   0.170   0.000   0.000   0.000   0.329
   0.550   9.000   0.000   0.195   0.171   0.000   0.000   0.000   0.334
   0.575   9.000   0.000   0.196   0.172   0.000   0.000   0.000   0.338
   0.600   9.000   0.000   0.197   0.173   0.000   0.000   0.000   0.343
   0.625   9.000   0.000   0.198   0.174   0.000   0.000   0.000   0.346
   0.650   9.000   0.000   0.199   0.176   0.000   0.000   0.000   0.350
   0.675   9.000   0.000   0.200   0.177   0.000   0.000   0.000   0.354
   0.700   9.000   0.000   0.201   0.178   0.000   0.000   0.000   0.357
   0.725   9.000   0.000   0.202   0.179   0.000   0.000   0.000   0.360
   0.750   9.000   0.000   0.203   0.180   0.000   0.000   0.000   0.362
   0.775   9.000   0.000   0.204   0.181   0.000   0.000   0.000   0.365
   0.800   9.000   0.000   0.204   0.182   0.000   0.000   0.000   0.367
   0.825   9.000   0.000   0.205   0.183   0.000   0.000   0.000   0.369
   0.850   9.000   0.000   0.206   0.183   0.000   0.000   0.000   0.371
   0.875   9.000   0.000   0.206   0.184   0.000   0.000   0.000   0.373
   0.900   9.000   0.000   0.207   0.185   0.000   0.000   0.000   0.375
   0.925   9.000   0.000   0.208   0.186   0.000   0.000   0.000   0.377
   0.950   9.000   0.000   0.208   0.186   0.000   0.000   0.000   0.378
   0.975   9.000   0.000   0.209   0.187   0.000   0.000   0.000   0.380
   1.000   9.000   0.000   0.209   0.187   0.000   0.000   0.000   0.380
