  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000  19.000   0.101   0.099   0.198
   0.025  22.000   0.099   0.098   0.196
   0.050  22.000   0.097   0.097   0.193
   0.075  21.000   0.097   0.096   0.193
   0.100  22.000   0.097   0.098   0.195
   0.125  23.000   0.098   0.100   0.199
   0.150  25.000   0.099   0.102   0.203
   0.175  25.000   0.099   0.104   0.205
   0.200  25.000   0.099   0.105   0.206
   0.225  25.000   0.098   0.104   0.205
   0.250  25.000   0.096   0.103   0.203
   0.275  26.000   0.095   0.102   0.200
   0.300  27.000   0.093   0.100   0.196
   0.325  28.000   0.090   0.098   0.192
   0.350  29.000   0.088   0.096   0.187
   0.375  29.000   0.086   0.093   0.182
   0.400  27.000   0.084   0.091   0.177
   0.425  27.000   0.081   0.088   0.172
   0.450  27.000   0.079   0.086   0.168
   0.475  27.000   0.077   0.083   0.163
   0.500  28.000   0.075   0.081   0.159
   0.525  27.000   0.073   0.079   0.154
   0.550  27.000   0.071   0.077   0.150
   0.575  27.000   0.069   0.075   0.146
   0.600  26.000   0.068   0.073   0.143
   0.625  26.000   0.066   0.071   0.139
   0.650  27.000   0.065   0.069   0.136
   0.675  27.000   0.064   0.068   0.133
   0.700  27.000   0.062   0.066   0.130
   0.725  27.000   0.061   0.065   0.128
   0.750  27.000   0.060   0.064   0.125
   0.775  26.000   0.059   0.062   0.123
   0.800  26.000   0.059   0.061   0.121
   0.825  26.000   0.058   0.060   0.119
   0.850  26.000   0.057   0.059   0.117
   0.875  25.000   0.056   0.058   0.115
   0.900  25.000   0.056   0.057   0.114
   0.925  25.000   0.055   0.056   0.112
   0.950  25.000   0.054   0.056   0.111
   0.975  26.000   0.054   0.055   0.109
   1.000  25.000   0.053   0.055   0.108
