  STRAIN   AVACS   MODE1   MODE2   MODE3   MODE4   MODE5   MODE6
   0.000   8.000   0.200   0.054   0.060   0.001   0.000   0.182
   0.025   8.000   0.194   0.052   0.058   0.000   0.000   0.181
   0.050   8.000   0.188   0.050   0.057   0.000   0.000   0.180
   0.075   8.000   0.183   0.049   0.055   0.000   0.000   0.179
   0.100   8.000   0.178   0.048   0.054   0.000   0.000   0.180
   0.125   8.000   0.175   0.047   0.052   0.000   0.000   0.182
   0.150   8.000   0.172   0.047   0.051   0.000   0.000   0.184
   0.175   8.000   0.171   0.047   0.050   0.000   0.000   0.188
   0.200   8.000   0.169   0.047   0.050   0.000   0.000   0.193
   0.225   8.000   0.169   0.047   0.049   0.000   0.000   0.198
   0.250   8.000   0.169   0.048   0.049   0.000   0.000   0.204
   0.275   8.000   0.170   0.048   0.049   0.000   0.000   0.211
   0.300   8.000   0.171   0.048   0.050   0.000   0.000   0.218
   0.325   8.000   0.173   0.049   0.050   0.000   0.000   0.225
   0.350   8.000   0.175   0.049   0.051   0.000   0.000   0.232
   0.375   8.000   0.178   0.049   0.052   0.000   0.000   0.239
   0.400   8.000   0.180   0.049   0.053   0.000   0.000   0.246
   0.425   8.000   0.183   0.049   0.054   0.000   0.000   0.253
   0.450   8.000   0.185   0.049   0.056   0.000   0.000   0.259
   0.475   8.000   0.188   0.049   0.057   0.000   0.000   0.265
   0.500   8.000   0.191   0.049   0.059   0.000   0.000   0.272
   0.525   8.000   0.193   0.048   0.061   0.000   0.000   0.277
   0.550   8.000   0.196   0.048   0.063   0.000   0.000   0.283
   0.575   8.000   0.198   0.047   0.065   0.000   0.000   0.288
   0.600   8.000   0.201   0.046   0.067   0.000   0.000   0.293
   0.625   8.000   0.203   0.045   0.069   0.000   0.000   0.298
   0.650   8.000   0.205   0.044   0.071   0.000   0.000   0.302
   0.675   8.000   0.207   0.043   0.073   0.000   0.000   0.306
   0.700   8.000   0.209   0.042   0.076   0.000   0.000   0.310
   0.725   8.000   0.210   0.041   0.078   0.000   0.000   0.314
   0.750   8.000   0.212   0.039   0.080   0.000   0.000   0.317
   0.775   8.000   0.213   0.038   0.083   0.000   0.000   0.321
   0.800   8.000   0.214   0.037   0.086   0.000   0.000   0.324
   0.825   8.000   0.215   0.035   0.088   0.000   0.000   0.327
   0.850   8.000   0.216   0.034   0.091   0.000   0.000   0.329
   0.875   8.000   0.217   0.033   0.093   0.000   0.000   0.332
   0.900   8.000   0.217   0.031   0.096   0.000   0.000   0.334
   0.925   8.000   0.217   0.030   0.099   0.000   0.000   0.337
   0.950   8.000   0.218   0.028   0.102   0.000   0.000   0.339
   0.975   8.000   0.217   0.027   0.104   0.000   0.000   0.339
   1.000   8.000   0.216   0.026   0.106   0.000   0.000   0.339
