  STRAIN   AVACS   MODE1   MODE2   MODE3   MODE4   MODE5   MODE6   MODE7
   0.000   6.000   0.103   0.001   0.142   0.035   0.112   0.000   0.088
   0.025   6.000   0.100   0.001   0.142   0.039   0.108   0.000   0.088
   0.050   6.000   0.097   0.001   0.141   0.043   0.102   0.000   0.090
   0.075   6.000   0.093   0.000   0.141   0.047   0.095   0.000   0.094
   0.100   6.000   0.088   0.000   0.140   0.052   0.088   0.000   0.096
   0.125   6.000   0.083   0.000   0.140   0.056   0.084   0.000   0.097
   0.150   6.000   0.078   0.000   0.141   0.059   0.082   0.000   0.098
   0.175   6.000   0.073   0.000   0.143   0.061   0.082   0.000   0.098
   0.200   6.000   0.069   0.000   0.146   0.064   0.084   0.000   0.099
   0.225   6.000   0.065   0.000   0.150   0.066   0.087   0.000   0.099
   0.250   6.000   0.061   0.000   0.154   0.068   0.091   0.000   0.100
   0.275   6.000   0.058   0.000   0.158   0.070   0.095   0.000   0.101
   0.300   6.000   0.055   0.000   0.163   0.072   0.101   0.000   0.101
   0.325   6.000   0.052   0.000   0.169   0.074   0.107   0.000   0.102
   0.350   6.000   0.049   0.000   0.175   0.076   0.113   0.000   0.103
   0.375   6.000   0.047   0.000   0.180   0.078   0.120   0.000   0.103
   0.400   6.000   0.044   0.000   0.186   0.080   0.128   0.000   0.103
   0.425   6.000   0.041   0.000   0.192   0.082   0.135   0.000   0.102
   0.450   6.000   0.039   0.000   0.198   0.084   0.143   0.000   0.101
   0.475   6.000   0.036   0.000   0.204   0.086   0.152   0.000   0.100
   0.500   6.000   0.033   0.000   0.209   0.088   0.161   0.000   0.097
   0.525   6.000   0.030   0.000   0.215   0.090   0.170   0.000   0.095
   0.550   6.000   0.027   0.000   0.220   0.092   0.180   0.000   0.091
   0.575   6.000   0.024   0.000   0.225   0.094   0.190   0.000   0.087
   0.600   6.000   0.021   0.000   0.230   0.095   0.201   0.000   0.082
   0.625   6.000   0.018   0.000   0.234   0.097   0.211   0.000   0.077
   0.650   6.000   0.016   0.001   0.238   0.099   0.222   0.000   0.071
   0.675   6.000   0.013   0.002   0.242   0.100   0.234   0.000   0.065
   0.700   5.000   0.011   0.003   0.245   0.101   0.245   0.000   0.058
   0.725   5.000   0.009   0.004   0.247   0.102   0.256   0.000   0.051
   0.750   5.000   0.007   0.007   0.248   0.102   0.267   0.000   0.044
   0.775   4.000   0.006   0.010   0.249   0.102   0.278   0.000   0.038
   0.800   4.000   0.005   0.014   0.249   0.100   0.289   0.000   0.031
   0.825   5.000   0.004   0.019   0.247   0.098   0.299   0.000   0.026
   0.850   4.000   0.003   0.024   0.246   0.096   0.309   0.000   0.021
   0.875   4.000   0.003   0.030   0.243   0.092   0.318   0.000   0.018
   0.900   4.000   0.002   0.036   0.240   0.088   0.327   0.000   0.015
   0.925   4.000   0.002   0.042   0.236   0.084   0.335   0.000   0.014
   0.950   4.000   0.002   0.048   0.232   0.079   0.342   0.000   0.013
   0.975   4.000   0.001   0.054   0.227   0.074   0.349   0.000   0.014
   1.000   4.000   0.001   0.059   0.221   0.069   0.354   0.000   0.016
