  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000  26.000   0.140   0.135   0.273
   0.025  26.000   0.143   0.137   0.278
   0.050  26.000   0.145   0.139   0.282
   0.075  26.000   0.147   0.140   0.283
   0.100  25.000   0.147   0.140   0.283
   0.125  26.000   0.145   0.139   0.281
   0.150  28.000   0.143   0.137   0.278
   0.175  28.000   0.140   0.134   0.272
   0.200  28.000   0.136   0.131   0.265
   0.225  26.000   0.132   0.128   0.258
   0.250  25.000   0.127   0.124   0.250
   0.275  24.000   0.122   0.120   0.241
   0.300  23.000   0.117   0.116   0.233
   0.325  21.000   0.112   0.112   0.224
   0.350  21.000   0.107   0.109   0.217
   0.375  21.000   0.103   0.106   0.209
   0.400  21.000   0.099   0.102   0.203
   0.425  21.000   0.095   0.100   0.197
   0.450  22.000   0.092   0.097   0.191
   0.475  21.000   0.089   0.094   0.186
   0.500  21.000   0.087   0.092   0.181
   0.525  20.000   0.084   0.090   0.177
   0.550  20.000   0.082   0.088   0.172
   0.575  19.000   0.080   0.086   0.168
   0.600  18.000   0.078   0.084   0.164
   0.625  18.000   0.077   0.082   0.161
   0.650  15.000   0.076   0.081   0.158
   0.675  18.000   0.075   0.080   0.157
   0.700  19.000   0.075   0.080   0.157
   0.725  20.000   0.076   0.080   0.158
   0.750  20.000   0.076   0.081   0.159
   0.775  20.000   0.076   0.081   0.159
   0.800  21.000   0.076   0.081   0.159
   0.825  22.000   0.075   0.081   0.158
   0.850  23.000   0.075   0.080   0.157
   0.875  23.000   0.074   0.080   0.156
   0.900  23.000   0.074   0.080   0.157
   0.925  23.000   0.075   0.081   0.158
   0.950  23.000   0.075   0.081   0.159
   0.975  22.000   0.075   0.081   0.159
   1.000  22.000   0.075   0.081   0.159
