  STRAIN   AVACS   MODE1   MODE2   MODE3   MODE4   MODE5   MODE6
   0.000  10.000   0.001   0.000   0.097   0.089   0.000   0.278
   0.025   9.000   0.001   0.000   0.098   0.088   0.000   0.276
   0.050   9.000   0.001   0.000   0.099   0.086   0.000   0.276
   0.075   9.000   0.002   0.000   0.099   0.086   0.000   0.274
   0.100   9.000   0.002   0.000   0.099   0.085   0.000   0.265
   0.125   9.000   0.002   0.000   0.099   0.083   0.000   0.258
   0.150   9.000   0.002   0.000   0.101   0.080   0.000   0.254
   0.175   9.000   0.002   0.000   0.103   0.078   0.000   0.254
   0.200   9.000   0.002   0.000   0.105   0.076   0.000   0.256
   0.225   9.000   0.003   0.000   0.108   0.075   0.000   0.261
   0.250   9.000   0.003   0.000   0.110   0.074   0.000   0.267
   0.275   9.000   0.003   0.000   0.113   0.074   0.000   0.273
   0.300   9.000   0.004   0.000   0.115   0.074   0.000   0.281
   0.325   9.000   0.004   0.001   0.117   0.075   0.000   0.289
   0.350   9.000   0.005   0.001   0.119   0.076   0.000   0.297
   0.375   9.000   0.005   0.001   0.121   0.078   0.000   0.306
   0.400   9.000   0.005   0.001   0.123   0.079   0.000   0.314
   0.425   9.000   0.006   0.001   0.125   0.081   0.000   0.322
   0.450   9.000   0.006   0.001   0.127   0.083   0.000   0.329
   0.475   9.000   0.006   0.001   0.129   0.085   0.000   0.337
   0.500  10.000   0.007   0.001   0.130   0.086   0.000   0.344
   0.525  10.000   0.007   0.001   0.132   0.088   0.000   0.350
   0.550  10.000   0.007   0.001   0.133   0.090   0.000   0.356
   0.575  10.000   0.007   0.001   0.134   0.092   0.000   0.362
   0.600  10.000   0.008   0.001   0.136   0.095   0.000   0.367
   0.625  10.000   0.008   0.001   0.137   0.096   0.000   0.372
   0.650  10.000   0.008   0.001   0.138   0.098   0.000   0.377
   0.675  10.000   0.008   0.001   0.139   0.100   0.000   0.381
   0.700  10.000   0.008   0.001   0.140   0.102   0.000   0.385
   0.725  10.000   0.008   0.001   0.141   0.104   0.000   0.388
   0.750  10.000   0.009   0.001   0.142   0.106   0.000   0.391
   0.775  10.000   0.009   0.001   0.142   0.108   0.000   0.394
   0.800  10.000   0.009   0.001   0.143   0.110   0.000   0.397
   0.825  10.000   0.009   0.000   0.144   0.112   0.000   0.399
   0.850  10.000   0.009   0.000   0.144   0.113   0.000   0.401
   0.875  10.000   0.009   0.000   0.145   0.115   0.000   0.403
   0.900  11.000   0.009   0.000   0.146   0.117   0.000   0.405
   0.925  11.000   0.009   0.000   0.146   0.118   0.000   0.406
   0.950  11.000   0.009   0.000   0.146   0.119   0.000   0.406
   0.975  11.000   0.009   0.000   0.146   0.120   0.000   0.405
   1.000  11.000   0.009   0.000   0.146   0.121   0.000   0.404
