  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000  28.000   0.140   0.149   0.293
   0.025  28.000   0.142   0.152   0.298
   0.050  28.000   0.144   0.153   0.301
   0.075  28.000   0.145   0.154   0.303
   0.100  27.000   0.145   0.154   0.303
   0.125  27.000   0.144   0.153   0.301
   0.150  26.000   0.143   0.151   0.297
   0.175  27.000   0.141   0.149   0.293
   0.200  27.000   0.138   0.146   0.287
   0.225  27.000   0.136   0.142   0.281
   0.250  27.000   0.132   0.139   0.273
   0.275  27.000   0.129   0.135   0.266
   0.300  27.000   0.126   0.131   0.258
   0.325  25.000   0.122   0.127   0.250
   0.350  25.000   0.119   0.122   0.243
   0.375  27.000   0.115   0.119   0.235
   0.400  26.000   0.112   0.115   0.228
   0.425  25.000   0.108   0.111   0.221
   0.450  26.000   0.105   0.108   0.214
   0.475  25.000   0.102   0.105   0.208
   0.500  24.000   0.100   0.102   0.203
   0.525  21.000   0.098   0.100   0.199
   0.550  21.000   0.097   0.098   0.196
   0.575  22.000   0.095   0.097   0.194
   0.600  20.000   0.094   0.097   0.192
   0.625  20.000   0.093   0.096   0.191
   0.650  21.000   0.092   0.096   0.190
   0.675  21.000   0.091   0.096   0.188
   0.700  21.000   0.090   0.095   0.187
   0.725  21.000   0.088   0.094   0.185
   0.750  21.000   0.087   0.093   0.183
   0.775  21.000   0.086   0.092   0.180
   0.800  20.000   0.084   0.091   0.178
   0.825  21.000   0.083   0.090   0.175
   0.850  22.000   0.082   0.088   0.173
   0.875  22.000   0.080   0.087   0.170
   0.900  23.000   0.079   0.086   0.168
   0.925  23.000   0.079   0.086   0.168
   0.950  23.000   0.079   0.086   0.168
   0.975  23.000   0.079   0.086   0.168
   1.000  23.000   0.079   0.086   0.167
