  STRAIN   AVACS   MODE1   MODE2   MODE3   MODE4   MODE5   MODE6
   0.000   5.000   0.084   0.002   0.084   0.073   0.192   0.032
   0.025   5.000   0.082   0.002   0.080   0.071   0.190   0.033
   0.050   5.000   0.080   0.002   0.076   0.069   0.190   0.034
   0.075   5.000   0.080   0.003   0.073   0.067   0.191   0.035
   0.100   5.000   0.080   0.003   0.071   0.065   0.194   0.037
   0.125   5.000   0.081   0.003   0.070   0.063   0.199   0.040
   0.150   5.000   0.083   0.004   0.070   0.061   0.205   0.044
   0.175   5.000   0.085   0.004   0.070   0.060   0.212   0.048
   0.200   5.000   0.087   0.005   0.070   0.058   0.220   0.053
   0.225   6.000   0.089   0.005   0.072   0.056   0.228   0.058
   0.250   6.000   0.092   0.005   0.073   0.055   0.236   0.065
   0.275   6.000   0.094   0.006   0.075   0.053   0.243   0.072
   0.300   8.000   0.095   0.006   0.076   0.052   0.250   0.080
   0.325   8.000   0.097   0.006   0.077   0.051   0.256   0.089
   0.350   8.000   0.098   0.006   0.079   0.050   0.261   0.098
   0.375   8.000   0.098   0.006   0.079   0.049   0.265   0.108
   0.400   8.000   0.098   0.007   0.080   0.048   0.269   0.119
   0.425   8.000   0.098   0.007   0.080   0.047   0.272   0.130
   0.450   8.000   0.097   0.006   0.080   0.047   0.274   0.141
   0.475   8.000   0.096   0.006   0.080   0.046   0.276   0.153
   0.500   8.000   0.095   0.006   0.080   0.045   0.277   0.165
   0.525   9.000   0.093   0.006   0.079   0.045   0.278   0.178
   0.550   9.000   0.091   0.006   0.078   0.044   0.278   0.191
   0.575   9.000   0.089   0.006   0.077   0.043   0.278   0.204
   0.600   9.000   0.086   0.006   0.076   0.043   0.277   0.217
   0.625   9.000   0.084   0.005   0.074   0.042   0.276   0.230
   0.650   9.000   0.081   0.005   0.073   0.042   0.275   0.242
   0.675   9.000   0.078   0.005   0.071   0.042   0.273   0.254
   0.700   9.000   0.076   0.005   0.069   0.041   0.271   0.266
   0.725   9.000   0.074   0.005   0.067   0.041   0.269   0.276
   0.750   9.000   0.072   0.005   0.065   0.041   0.267   0.287
   0.775  10.000   0.070   0.005   0.063   0.042   0.265   0.297
   0.800  10.000   0.068   0.005   0.061   0.042   0.264   0.306
   0.825  10.000   0.066   0.005   0.059   0.042   0.262   0.315
   0.850  10.000   0.065   0.005   0.057   0.043   0.260   0.323
   0.875  10.000   0.063   0.005   0.055   0.043   0.258   0.331
   0.900  10.000   0.062   0.005   0.053   0.044   0.257   0.339
   0.925  10.000   0.060   0.005   0.051   0.044   0.254   0.344
   0.950  10.000   0.058   0.005   0.049   0.044   0.252   0.350
   0.975  10.000   0.057   0.005   0.048   0.045   0.250   0.355
   1.000  10.000   0.056   0.005   0.046   0.045   0.247   0.359
