  STRAIN   AVACS   MODE1   MODE2   MODE3   MODE4   MODE5   MODE6   MODE7
   0.000   6.000   0.005   0.026   0.324   0.000   0.000   0.000   0.211
   0.025   6.000   0.004   0.031   0.315   0.000   0.000   0.000   0.209
   0.050   6.000   0.003   0.036   0.307   0.000   0.000   0.000   0.209
   0.075   8.000   0.003   0.041   0.299   0.000   0.000   0.000   0.210
   0.100   8.000   0.002   0.046   0.291   0.000   0.000   0.000   0.213
   0.125   8.000   0.002   0.051   0.284   0.000   0.000   0.000   0.218
   0.150   8.000   0.002   0.056   0.278   0.000   0.000   0.000   0.223
   0.175   8.000   0.002   0.061   0.273   0.000   0.000   0.000   0.229
   0.200   8.000   0.001   0.066   0.268   0.000   0.000   0.000   0.235
   0.225   8.000   0.001   0.071   0.263   0.000   0.000   0.000   0.242
   0.250   8.000   0.001   0.076   0.259   0.000   0.000   0.000   0.250
   0.275   8.000   0.001   0.082   0.255   0.000   0.000   0.000   0.257
   0.300   8.000   0.001   0.087   0.251   0.000   0.000   0.000   0.264
   0.325   8.000   0.001   0.093   0.247   0.000   0.000   0.000   0.271
   0.350   8.000   0.001   0.098   0.244   0.000   0.000   0.000   0.278
   0.375   8.000   0.001   0.104   0.241   0.000   0.000   0.000   0.284
   0.400   8.000   0.001   0.109   0.238   0.000   0.000   0.000   0.290
   0.425   8.000   0.001   0.113   0.235   0.000   0.000   0.000   0.295
   0.450   8.000   0.000   0.117   0.232   0.000   0.000   0.000   0.299
   0.475   8.000   0.000   0.119   0.228   0.000   0.000   0.000   0.301
   0.500   8.000   0.000   0.123   0.224   0.000   0.000   0.000   0.302
   0.525   8.000   0.000   0.126   0.218   0.000   0.000   0.000   0.303
   0.550   8.000   0.000   0.130   0.213   0.000   0.000   0.000   0.304
   0.575   8.000   0.000   0.135   0.207   0.000   0.000   0.000   0.305
   0.600   8.000   0.000   0.139   0.202   0.000   0.000   0.000   0.306
   0.625   8.000   0.000   0.144   0.197   0.000   0.000   0.000   0.307
   0.650   8.000   0.000   0.149   0.192   0.000   0.000   0.000   0.309
   0.675   8.000   0.000   0.153   0.188   0.000   0.000   0.000   0.311
   0.700   8.000   0.000   0.157   0.185   0.000   0.000   0.000   0.313
   0.725   9.000   0.000   0.161   0.182   0.000   0.000   0.000   0.315
   0.750   9.000   0.000   0.164   0.179   0.000   0.000   0.000   0.317
   0.775   9.000   0.000   0.168   0.177   0.000   0.000   0.000   0.320
   0.800   9.000   0.000   0.171   0.176   0.000   0.000   0.000   0.322
   0.825   9.000   0.000   0.173   0.174   0.000   0.000   0.000   0.324
   0.850   9.000   0.000   0.176   0.173   0.000   0.000   0.000   0.326
   0.875   9.000   0.000   0.178   0.172   0.000   0.000   0.000   0.329
   0.900   9.000   0.000   0.180   0.172   0.000   0.000   0.000   0.331
   0.925   9.000   0.000   0.182   0.171   0.000   0.000   0.000   0.333
   0.950   9.000   0.000   0.184   0.171   0.000   0.000   0.000   0.335
   0.975   9.000   0.000   0.185   0.171   0.000   0.000   0.000   0.337
   1.000   9.000   0.000   0.187   0.171   0.000   0.000   0.000   0.339
