  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000  24.000   0.131   0.134   0.267
   0.025  21.000   0.133   0.136   0.271
   0.050  21.000   0.134   0.139   0.275
   0.075  22.000   0.135   0.142   0.279
   0.100  21.000   0.135   0.144   0.282
   0.125  19.000   0.135   0.145   0.284
   0.150  20.000   0.134   0.145   0.284
   0.175  21.000   0.133   0.145   0.283
   0.200  21.000   0.132   0.144   0.281
   0.225  21.000   0.131   0.142   0.278
   0.250  21.000   0.129   0.140   0.274
   0.275  21.000   0.126   0.138   0.269
   0.300  21.000   0.124   0.135   0.263
   0.325  21.000   0.121   0.132   0.257
   0.350  21.000   0.118   0.129   0.251
   0.375  21.000   0.115   0.125   0.245
   0.400  21.000   0.112   0.122   0.239
   0.425  21.000   0.109   0.119   0.233
   0.450  21.000   0.107   0.116   0.227
   0.475  21.000   0.104   0.113   0.221
   0.500  21.000   0.101   0.110   0.215
   0.525  21.000   0.099   0.108   0.210
   0.550  21.000   0.096   0.105   0.205
   0.575  21.000   0.094   0.102   0.200
   0.600  21.000   0.092   0.100   0.196
   0.625  21.000   0.090   0.098   0.191
   0.650  21.000   0.088   0.096   0.187
   0.675  21.000   0.086   0.094   0.183
   0.700  21.000   0.085   0.092   0.180
   0.725  21.000   0.083   0.090   0.176
   0.750  21.000   0.081   0.089   0.173
   0.775  21.000   0.080   0.087   0.170
   0.800  21.000   0.079   0.086   0.167
   0.825  21.000   0.077   0.084   0.165
   0.850  21.000   0.076   0.083   0.162
   0.875  21.000   0.075   0.082   0.160
   0.900  21.000   0.074   0.081   0.158
   0.925  21.000   0.074   0.081   0.157
   0.950  21.000   0.074   0.080   0.157
   0.975  21.000   0.074   0.080   0.157
   1.000  21.000   0.073   0.080   0.156
