  STRAIN   AVACS   MODE1   MODE2   MODE3   MODE4   MODE5   MODE6
   0.000   8.000   0.126   0.178   0.008   0.000   0.000   0.169
   0.025   8.000   0.125   0.175   0.008   0.000   0.000   0.169
   0.050   8.000   0.124   0.173   0.008   0.000   0.000   0.170
   0.075   8.000   0.122   0.170   0.008   0.000   0.000   0.172
   0.100   8.000   0.122   0.168   0.008   0.000   0.000   0.174
   0.125   8.000   0.121   0.166   0.008   0.000   0.000   0.177
   0.150   8.000   0.121   0.165   0.008   0.000   0.000   0.181
   0.175   8.000   0.121   0.164   0.008   0.000   0.000   0.186
   0.200   8.000   0.121   0.163   0.008   0.000   0.000   0.191
   0.225   9.000   0.122   0.162   0.008   0.000   0.000   0.197
   0.250   9.000   0.123   0.161   0.008   0.000   0.000   0.203
   0.275   9.000   0.124   0.161   0.009   0.000   0.000   0.209
   0.300   9.000   0.126   0.161   0.009   0.000   0.000   0.216
   0.325   9.000   0.128   0.161   0.009   0.000   0.000   0.223
   0.350   9.000   0.130   0.162   0.009   0.000   0.000   0.229
   0.375   9.000   0.132   0.162   0.010   0.000   0.000   0.236
   0.400   9.000   0.134   0.163   0.010   0.000   0.000   0.243
   0.425   9.000   0.136   0.164   0.010   0.000   0.000   0.249
   0.450   9.000   0.138   0.165   0.011   0.000   0.000   0.255
   0.475   9.000   0.140   0.166   0.011   0.000   0.000   0.261
   0.500   9.000   0.143   0.167   0.011   0.000   0.000   0.267
   0.525   9.000   0.145   0.168   0.011   0.000   0.000   0.272
   0.550   9.000   0.147   0.169   0.012   0.000   0.000   0.277
   0.575   9.000   0.148   0.170   0.012   0.000   0.000   0.282
   0.600   9.000   0.150   0.171   0.012   0.000   0.000   0.287
   0.625   9.000   0.152   0.172   0.012   0.000   0.000   0.291
   0.650   9.000   0.153   0.173   0.012   0.000   0.000   0.295
   0.675   9.000   0.155   0.175   0.013   0.000   0.000   0.299
   0.700   9.000   0.156   0.176   0.013   0.000   0.000   0.302
   0.725   9.000   0.158   0.177   0.013   0.000   0.000   0.305
   0.750   9.000   0.159   0.178   0.013   0.000   0.000   0.308
   0.775   9.000   0.160   0.179   0.013   0.000   0.000   0.311
   0.800   9.000   0.161   0.180   0.013   0.000   0.000   0.314
   0.825   9.000   0.162   0.181   0.013   0.000   0.000   0.317
   0.850   9.000   0.163   0.182   0.013   0.000   0.000   0.319
   0.875   9.000   0.163   0.183   0.013   0.000   0.000   0.321
   0.900   9.000   0.164   0.184   0.013   0.000   0.000   0.323
   0.925   9.000   0.165   0.185   0.014   0.000   0.000   0.325
   0.950   9.000   0.165   0.186   0.014   0.000   0.000   0.327
   0.975   9.000   0.166   0.187   0.014   0.000   0.000   0.329
   1.000   9.000   0.166   0.187   0.014   0.000   0.000   0.329
