  STRAIN   AVACS   MODE1   MODE2   MODE3   MODE4   MODE5   MODE6   MODE7
   0.000   9.000   0.001   0.028   0.000   0.000   0.126   0.062   0.255
   0.025   9.000   0.001   0.026   0.000   0.000   0.123   0.061   0.248
   0.050   9.000   0.001   0.024   0.000   0.000   0.120   0.061   0.238
   0.075   9.000   0.001   0.022   0.000   0.000   0.116   0.062   0.230
   0.100   9.000   0.001   0.020   0.000   0.000   0.112   0.063   0.226
   0.125   9.000   0.001   0.019   0.000   0.000   0.108   0.065   0.226
   0.150   9.000   0.001   0.018   0.000   0.000   0.106   0.067   0.228
   0.175   9.000   0.002   0.017   0.000   0.000   0.103   0.069   0.232
   0.200  10.000   0.002   0.017   0.000   0.000   0.102   0.071   0.238
   0.225  10.000   0.002   0.017   0.000   0.000   0.101   0.073   0.244
   0.250  10.000   0.002   0.017   0.000   0.000   0.101   0.075   0.251
   0.275  11.000   0.002   0.018   0.000   0.000   0.102   0.077   0.258
   0.300  11.000   0.003   0.019   0.000   0.000   0.103   0.079   0.266
   0.325  11.000   0.003   0.020   0.000   0.000   0.104   0.081   0.273
   0.350  11.000   0.003   0.021   0.000   0.000   0.105   0.083   0.281
   0.375  11.000   0.004   0.022   0.000   0.000   0.107   0.085   0.289
   0.400  11.000   0.004   0.023   0.000   0.000   0.109   0.087   0.296
   0.425  11.000   0.004   0.024   0.000   0.000   0.111   0.088   0.304
   0.450  11.000   0.004   0.025   0.000   0.000   0.113   0.090   0.311
   0.475  11.000   0.005   0.026   0.000   0.000   0.115   0.092   0.317
   0.500  11.000   0.005   0.026   0.000   0.000   0.117   0.093   0.324
   0.525  11.000   0.005   0.027   0.000   0.000   0.119   0.095   0.329
   0.550  11.000   0.006   0.028   0.000   0.000   0.121   0.096   0.335
   0.575  11.000   0.006   0.029   0.000   0.000   0.122   0.098   0.340
   0.600  12.000   0.006   0.030   0.000   0.000   0.124   0.099   0.345
   0.625  12.000   0.007   0.031   0.000   0.000   0.126   0.100   0.349
   0.650  12.000   0.007   0.032   0.000   0.000   0.128   0.101   0.353
   0.675  12.000   0.007   0.032   0.000   0.000   0.130   0.102   0.357
   0.700  12.000   0.007   0.033   0.000   0.000   0.131   0.103   0.360
   0.725  12.000   0.008   0.034   0.000   0.000   0.133   0.104   0.363
   0.750  12.000   0.008   0.034   0.000   0.000   0.134   0.105   0.366
   0.775  12.000   0.008   0.035   0.000   0.000   0.136   0.106   0.368
   0.800  12.000   0.008   0.036   0.000   0.000   0.137   0.106   0.370
   0.825  12.000   0.008   0.037   0.000   0.000   0.139   0.107   0.372
   0.850  12.000   0.008   0.037   0.000   0.000   0.140   0.108   0.374
   0.875  12.000   0.009   0.038   0.000   0.000   0.142   0.108   0.375
   0.900  12.000   0.009   0.039   0.000   0.000   0.143   0.109   0.377
   0.925  12.000   0.009   0.039   0.000   0.000   0.144   0.109   0.375
   0.950  12.000   0.009   0.040   0.000   0.000   0.144   0.109   0.374
   0.975  12.000   0.009   0.040   0.000   0.000   0.145   0.109   0.373
   1.000  12.000   0.009   0.041   0.000   0.000   0.146   0.109   0.372
