TEXTURE AT STRAIN =    0.0000
   1.000   1.000   1.000  <-- length of phase ellipsoid axes
  125.19   22.23 -155.68  <-- Euler angles (deg) of phase ellipsoid axes
B       500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
  120.00   45.00 -120.00   0.0003500
