  STRAIN   AVACS   MODE1   MODE2   MODE3   MODE4   MODE5   MODE6   MODE7
   0.000   7.000   0.000   0.087   0.189   0.013   0.000   0.023   0.165
   0.025   7.000   0.000   0.084   0.189   0.011   0.000   0.022   0.167
   0.050   7.000   0.001   0.081   0.191   0.010   0.000   0.022   0.171
   0.075   6.000   0.001   0.077   0.194   0.009   0.000   0.022   0.174
   0.100   6.000   0.001   0.074   0.199   0.009   0.000   0.022   0.177
   0.125   6.000   0.001   0.070   0.203   0.008   0.000   0.021   0.180
   0.150   6.000   0.001   0.066   0.207   0.008   0.000   0.020   0.181
   0.175   6.000   0.001   0.062   0.210   0.008   0.000   0.020   0.182
   0.200   6.000   0.001   0.058   0.213   0.008   0.000   0.019   0.185
   0.225   6.000   0.001   0.055   0.217   0.007   0.000   0.018   0.189
   0.250   6.000   0.001   0.052   0.221   0.007   0.000   0.018   0.194
   0.275   6.000   0.001   0.050   0.225   0.007   0.000   0.017   0.200
   0.300   6.000   0.002   0.047   0.230   0.006   0.000   0.016   0.207
   0.325   6.000   0.002   0.044   0.236   0.006   0.000   0.015   0.215
   0.350   6.000   0.002   0.041   0.242   0.005   0.000   0.014   0.223
   0.375   6.000   0.002   0.037   0.248   0.004   0.000   0.013   0.232
   0.400   5.000   0.003   0.034   0.255   0.004   0.000   0.012   0.240
   0.425   6.000   0.003   0.030   0.261   0.003   0.000   0.010   0.249
   0.450   6.000   0.003   0.026   0.268   0.002   0.000   0.009   0.258
   0.475   6.000   0.004   0.022   0.274   0.002   0.000   0.008   0.266
   0.500   6.000   0.005   0.018   0.280   0.001   0.000   0.007   0.274
   0.525   6.000   0.006   0.015   0.285   0.001   0.000   0.005   0.281
   0.550   5.000   0.007   0.011   0.290   0.001   0.000   0.004   0.288
   0.575   6.000   0.009   0.008   0.294   0.001   0.000   0.003   0.295
   0.600   6.000   0.010   0.006   0.297   0.000   0.000   0.003   0.301
   0.625   6.000   0.012   0.004   0.299   0.000   0.000   0.002   0.306
   0.650   6.000   0.015   0.003   0.300   0.000   0.000   0.002   0.311
   0.675   7.000   0.018   0.002   0.300   0.000   0.000   0.001   0.315
   0.700   7.000   0.021   0.001   0.300   0.000   0.000   0.001   0.319
   0.725   7.000   0.024   0.000   0.299   0.000   0.000   0.001   0.322
   0.750   7.000   0.028   0.000   0.297   0.000   0.000   0.001   0.325
   0.775   7.000   0.032   0.000   0.295   0.000   0.000   0.000   0.327
   0.800   7.000   0.036   0.000   0.293   0.000   0.000   0.000   0.330
   0.825   7.000   0.041   0.000   0.290   0.000   0.000   0.000   0.332
   0.850   7.000   0.045   0.000   0.288   0.000   0.000   0.000   0.334
   0.875   7.000   0.050   0.000   0.285   0.000   0.000   0.000   0.336
   0.900   7.000   0.054   0.000   0.282   0.000   0.000   0.000   0.338
   0.925   7.000   0.059   0.000   0.279   0.000   0.000   0.000   0.339
   0.950   7.000   0.063   0.000   0.276   0.000   0.000   0.000   0.341
   0.975   7.000   0.068   0.000   0.273   0.000   0.000   0.000   0.342
   1.000   7.000   0.072   0.000   0.270   0.000   0.000   0.000   0.344
