  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000  27.000   0.123   0.124   0.247
   0.025  27.000   0.125   0.125   0.250
   0.050  27.000   0.126   0.126   0.252
   0.075  28.000   0.126   0.126   0.252
   0.100  26.000   0.126   0.125   0.250
   0.125  25.000   0.124   0.123   0.247
   0.150  25.000   0.122   0.121   0.243
   0.175  24.000   0.118   0.119   0.237
   0.200  22.000   0.114   0.116   0.230
   0.225  23.000   0.111   0.113   0.224
   0.250  20.000   0.108   0.111   0.221
   0.275  20.000   0.106   0.111   0.219
   0.300  20.000   0.105   0.110   0.217
   0.325  20.000   0.103   0.109   0.215
   0.350  20.000   0.100   0.108   0.211
   0.375  20.000   0.098   0.106   0.207
   0.400  20.000   0.095   0.103   0.202
   0.425  21.000   0.093   0.100   0.197
   0.450  20.000   0.090   0.098   0.191
   0.475  20.000   0.088   0.095   0.186
   0.500  20.000   0.086   0.093   0.181
   0.525  20.000   0.084   0.090   0.177
   0.550  20.000   0.082   0.088   0.173
   0.575  21.000   0.081   0.087   0.170
   0.600  21.000   0.080   0.085   0.168
   0.625  21.000   0.080   0.084   0.166
   0.650  21.000   0.080   0.084   0.165
   0.675  21.000   0.080   0.084   0.165
   0.700  20.000   0.080   0.083   0.165
   0.725  20.000   0.080   0.083   0.165
   0.750  20.000   0.080   0.083   0.165
   0.775  20.000   0.080   0.083   0.165
   0.800  20.000   0.081   0.083   0.165
   0.825  20.000   0.081   0.083   0.165
   0.850  20.000   0.081   0.083   0.165
   0.875  20.000   0.081   0.083   0.165
   0.900  20.000   0.081   0.083   0.165
   0.925  20.000   0.080   0.083   0.165
   0.950  20.000   0.080   0.083   0.165
   0.975  20.000   0.080   0.083   0.164
   1.000  19.000   0.080   0.083   0.164
