  STRAIN   AVACS   MODE1   MODE2   MODE3   MODE4   MODE5   MODE6   MODE7
   0.000   4.000   0.000   0.067   0.067   0.009   0.318   0.001   0.048
   0.025   4.000   0.000   0.064   0.062   0.010   0.307   0.001   0.053
   0.050   5.000   0.000   0.061   0.058   0.011   0.297   0.001   0.058
   0.075   5.000   0.000   0.059   0.055   0.011   0.289   0.001   0.063
   0.100   5.000   0.000   0.057   0.052   0.012   0.281   0.001   0.068
   0.125   5.000   0.000   0.056   0.051   0.012   0.275   0.001   0.073
   0.150   5.000   0.000   0.055   0.050   0.013   0.270   0.001   0.078
   0.175   6.000   0.000   0.054   0.049   0.013   0.265   0.000   0.083
   0.200   6.000   0.000   0.054   0.049   0.013   0.262   0.000   0.089
   0.225   6.000   0.000   0.054   0.049   0.013   0.259   0.000   0.094
   0.250   6.000   0.000   0.053   0.050   0.013   0.257   0.000   0.100
   0.275   6.000   0.000   0.054   0.050   0.013   0.256   0.000   0.107
   0.300   6.000   0.000   0.054   0.051   0.013   0.256   0.000   0.114
   0.325   6.000   0.000   0.054   0.051   0.013   0.256   0.000   0.121
   0.350   7.000   0.000   0.054   0.052   0.013   0.257   0.000   0.129
   0.375   7.000   0.000   0.054   0.052   0.013   0.257   0.000   0.136
   0.400   7.000   0.000   0.054   0.053   0.013   0.259   0.000   0.145
   0.425   7.000   0.000   0.054   0.053   0.013   0.260   0.000   0.153
   0.450   7.000   0.000   0.054   0.053   0.013   0.261   0.000   0.162
   0.475   7.000   0.000   0.054   0.053   0.013   0.263   0.000   0.171
   0.500   7.000   0.000   0.053   0.053   0.013   0.264   0.000   0.180
   0.525   7.000   0.000   0.053   0.052   0.013   0.265   0.000   0.189
   0.550   8.000   0.000   0.052   0.052   0.013   0.266   0.000   0.198
   0.575   8.000   0.000   0.051   0.051   0.013   0.267   0.000   0.207
   0.600   9.000   0.000   0.050   0.051   0.013   0.268   0.000   0.216
   0.625   9.000   0.000   0.050   0.050   0.013   0.268   0.000   0.225
   0.650   9.000   0.000   0.049   0.049   0.013   0.269   0.000   0.233
   0.675   9.000   0.000   0.048   0.048   0.013   0.269   0.000   0.242
   0.700   9.000   0.000   0.047   0.047   0.013   0.269   0.000   0.250
   0.725   9.000   0.000   0.046   0.046   0.013   0.269   0.000   0.258
   0.750  10.000   0.000   0.045   0.046   0.014   0.269   0.000   0.266
   0.775  10.000   0.000   0.044   0.045   0.014   0.269   0.000   0.274
   0.800  10.000   0.000   0.042   0.044   0.014   0.269   0.000   0.281
   0.825  10.000   0.000   0.041   0.043   0.014   0.268   0.000   0.289
   0.850  11.000   0.000   0.040   0.042   0.014   0.268   0.000   0.296
   0.875  11.000   0.000   0.039   0.041   0.014   0.267   0.000   0.302
   0.900  11.000   0.000   0.038   0.040   0.014   0.267   0.000   0.309
   0.925  11.000   0.000   0.037   0.040   0.014   0.264   0.000   0.312
   0.950  11.000   0.000   0.036   0.039   0.015   0.262   0.000   0.316
   0.975  11.000   0.000   0.035   0.038   0.015   0.260   0.000   0.319
   1.000  11.000   0.000   0.034   0.037   0.015   0.259   0.000   0.322
