  STRAIN   AVACS   MODE1   MODE2   MODE3   MODE4   MODE5   MODE6   MODE7
   0.000   7.000   0.115   0.151   0.008   0.000   0.087   0.022   0.088
   0.025   6.000   0.112   0.151   0.007   0.000   0.082   0.024   0.090
   0.050   6.000   0.109   0.153   0.007   0.000   0.076   0.027   0.096
   0.075   7.000   0.106   0.154   0.006   0.000   0.068   0.031   0.103
   0.100   7.000   0.101   0.155   0.006   0.000   0.060   0.033   0.109
   0.125   7.000   0.095   0.157   0.005   0.000   0.055   0.035   0.113
   0.150   7.000   0.089   0.160   0.004   0.000   0.052   0.036   0.116
   0.175   7.000   0.082   0.164   0.003   0.000   0.051   0.037   0.119
   0.200   7.000   0.076   0.169   0.002   0.000   0.051   0.037   0.122
   0.225   7.000   0.071   0.176   0.002   0.000   0.053   0.037   0.126
   0.250   7.000   0.065   0.182   0.001   0.000   0.055   0.037   0.130
   0.275   7.000   0.061   0.190   0.001   0.000   0.057   0.037   0.135
   0.300   7.000   0.056   0.198   0.001   0.000   0.060   0.037   0.140
   0.325   7.000   0.052   0.206   0.001   0.000   0.063   0.037   0.145
   0.350   7.000   0.048   0.215   0.000   0.000   0.066   0.036   0.151
   0.375   7.000   0.044   0.223   0.000   0.000   0.069   0.035   0.157
   0.400   7.000   0.040   0.232   0.000   0.000   0.073   0.035   0.163
   0.425   7.000   0.037   0.240   0.000   0.000   0.076   0.034   0.169
   0.450   7.000   0.033   0.249   0.000   0.000   0.079   0.033   0.175
   0.475   6.000   0.029   0.257   0.000   0.000   0.081   0.031   0.181
   0.500   6.000   0.026   0.265   0.000   0.000   0.084   0.030   0.187
   0.525   6.000   0.023   0.273   0.000   0.000   0.087   0.029   0.193
   0.550   6.000   0.019   0.280   0.000   0.000   0.089   0.027   0.198
   0.575   6.000   0.016   0.287   0.000   0.000   0.091   0.026   0.204
   0.600   5.000   0.014   0.293   0.000   0.000   0.093   0.024   0.210
   0.625   5.000   0.011   0.299   0.000   0.000   0.095   0.023   0.215
   0.650   5.000   0.009   0.305   0.000   0.000   0.096   0.021   0.220
   0.675   5.000   0.007   0.310   0.000   0.000   0.097   0.020   0.226
   0.700   6.000   0.006   0.315   0.000   0.000   0.098   0.018   0.231
   0.725   6.000   0.005   0.319   0.000   0.000   0.099   0.017   0.236
   0.750   5.000   0.003   0.323   0.000   0.000   0.100   0.016   0.241
   0.775   5.000   0.003   0.327   0.000   0.000   0.100   0.014   0.246
   0.800   5.000   0.002   0.330   0.000   0.000   0.100   0.013   0.250
   0.825   5.000   0.001   0.332   0.000   0.000   0.100   0.012   0.255
   0.850   5.000   0.001   0.335   0.001   0.000   0.099   0.011   0.259
   0.875   6.000   0.001   0.337   0.001   0.000   0.098   0.010   0.263
   0.900   6.000   0.000   0.338   0.002   0.000   0.097   0.009   0.268
   0.925   6.000   0.000   0.339   0.003   0.000   0.096   0.009   0.271
   0.950   6.000   0.000   0.339   0.004   0.000   0.094   0.008   0.274
   0.975   6.000   0.000   0.338   0.006   0.000   0.093   0.007   0.276
   1.000   6.000   0.000   0.338   0.008   0.000   0.090   0.006   0.278
